movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
1461,vegas vacation,comedy,1997,en,25000000,"The Griswold family hits the road again for a typically ill-fated vacation, this time to the glitzy mecca of slots and showgirls—Las Vegas.",19,36400360,This time the Griswolds are on a roll.,6,474,6521
1462,unforgotten: twenty-five years after willowbrook,documentary,1996,en,0,"It was a nightmare that shocked not only New York, but all of America. The public outcry about the Willowbrook State School for people with developmental disabilities resulted from Geraldo Rivera's expose on WABC after he had entered Willowbrook with a film crew in 1972, using a stolen key.",2,0,,6,4,6521
1463,that old feeling,comedy romance,1997,en,0,A bride's divorced parents find their old feelings for each other during the wedding reception and over the course of the next few days upsetting the newlywed's honeymoon.,7,0,It was the perfect wedding except for two things... the bride's parents.,6,45,6521
1464,lost highway,mystery,1997,en,15000000,"A tormented jazz musician finds himself lost in an enigmatic story involving murder, surveillance, gangsters, doppelgangers, and an impossible transformation inside a prison cell.",24,3675201,Who shot what? Who killed whom? What time is it?,7,1908,6521
1465,rosewood,drama,1997,en,30000000,"Spurred by a white woman's lie, vigilantes destroy a black Florida town and slay inhabitants in 1923.",6,13130349,"In 1923, a black town in Florida was burned to the ground, its people murdered because of a lie. Some escaped and survived because of the courage and compassion of a few extraordinary people. This film is for them.",6,76,6521
1466,donnie brasco,crime drama,1997,en,35000000,An FBI undercover agent infilitrates the mob and finds himself identifying more with the mafia life at the expense of his regular one.,23,124909762,Based on a true story.,7,3483,6521
1467,salut cousin!,comedy drama,1996,fr,0,"The comedy in this lively film barely conceals its darker, more serious undertones as it chronicles a young Algerian's eye-opening introduction to the joys and travails of being an immigrant in Paris. Alilo has left his home to pick up an important suitcase for his employer. Unfortunately, he has lost the Parisian address. Fortunately, his cousin Mok, emigrated there several years before with his middle-class family before and is able to act as a guide. Mok, an aspiring rap singer, comes from a middle-class family, but chooses to live on his own in the dilapidated deteriorating 18th district, known as 'Moskova.' Mok characterizes the place as a haven for artists and intellectuals, but it is plainly just a Third World slum filled with tightly knit and colorful neighbors. Mok and Alilo have many interesting, some tragedy-tinged adventures over the five days it takes them to find the suitcase.",1,0,,4,10,6521
1468,booty call,comedy romance,1997,en,0,"Rushon is sexually pent-up and ready to take thing things to the next level with his girlfriend, Nikki. But when he calls for a date, she asks to make it a double -- bringing along her brash friend Lysterine, whom Rushon sets up with his lewd buddy, Bunz. Things go better than expected. As the evening transitions from the restaurant to the bedroom, the two men go on a madcap search for what will surely make the night complete: condoms.",7,20060051,Some guys will do anything for a little something.,5,78,6521
1470,rhyme & reason,documentary,1997,en,0,"A study in the world of hip-hop, done mostly with interviews, in order to see why it is as popular as it is today and what the future holds.",3,0,,7,14,6521
1471,boys life 2,drama,1997,en,0,"Compilation of four short films, ""Must Be the Music"", ""Nunzio's Second Cousin"", ""Alkali, Iowa"", and ""The Dadshuttle"", of gay interest.",3,532654,,5,9,6521
1472,city of industry,crime thriller,1997,en,8000000,"A retired thief swears revenge on the lunatic who murdered his brother and partner, while going on the run with the loot they stole.",4,1568258,Wanting a man dead can be reason enough to live.,5,52,6521
1473,best men,action comedy crime drama,1997,en,1000000,"Four tuxedo clad men showing up at a penitentiary to meet a friend who has just been released after three years in prison and is going straight from the jail to marry his girlfriend. En route to the wedding, one of the men asks to stop by a bank to pick up some cash. As it turns out, he is a wanted bank robber who uses Shakespeare passages during his robberies and thus has become known as ""Hamlet"". Soon all five men are caught up in the bank and involved in the robbery as they end up in a hostage situation. The hostage negotiator shows up who turns out to be Hamlet's father.",4,0,"A comedy thriller about four men, a wedding and everybody's funeral.",5,44,6521
1474,jungle2jungle (a.k.a. jungle 2 jungle),children's comedy,1997,,-1,,-1,-1,,-1,-1,6521
1475,kama sutra: a tale of love,romance,1996,en,3000000,"Tara and Maya are two inseparable friends in India. Their tastes, habits, and hobbies are the same. Years later, the two have matured, but have maintained their friendship. Tara gets married to the local prince, Raj Singh, who soon succeeds the throne as the sole heir. After the marriage, Raj gets bored of Tara and starts seeking another female to satisfy his sexual needs. He notices Maya and is instantly attracted to her. He has her included as one of his courtesans, and is intimate with her. Watch what happens when Tara finds out and the extent she will go to keep her marriage intact.",46,4109095,,5,118,6521
1476,private parts,comedy drama,1997,en,28000000,"The auto-biographical story of Howard Stern, the radio-rebel who is now also a TV-personality, an author and a movie star.",10,41230799,Never before has a man done so much with so little.,6,264,6521
1477,love jones,romance,1997,en,10000000,"Darius Lovehall is a young black poet in Chicago who starts dating Nina Moseley, a beautiful and talented photographer. While trying to figure out if they've got a ""love thing"" or are just ""kicking it,"" they hang out with their friends, talking about love and sex. Then Nina tests the strength of Darius' feelings and sets a chain of romantic complications into motion.",4,12782749,Get Together. Fall Apart. Start Over.,7,41,6521
1479,"saint, the",action romance thriller,1997,en,68000000,"Simon Templar (The Saint), is a thief for hire, whose latest job to steal the secret process for cold fusion puts him at odds with a traitor bent on toppling the Russian government, as well as the woman who holds its secret.",14,118063304,Never reveal your name. Never turn your back. Never surrender your heart.,6,883,6521
1480,smilla's sense of snow,action drama thriller,1997,en,35000000,"Smilla Jaspersen, half Danish, half Greenlander, attempts to understand the death of a small boy who falls from the roof of her apartment building. Suspecting wrongdoing, Smilla uncovers a trail of clues leading towards a secretive corporation that has made several mysterious expeditions to Greenland. Scenes from the film were shot in Copenhagen and western Greenland. The film was entered into the 47th Berlin International Film Festival, where director Bille August was nominated for the Golden Bear.",12,2372903,Some Tracks Should Never Be Uncovered.,6,184,6521
1482,"van, the",comedy drama,1996,en,0,"In a working-class quarter of Dublin, 'Bimbo' Reeves gets laid off from his job and, with his redundancy payout, buys a van and sells fish and chips with his buddy, Larry. Due to Ireland's surprising success at the 1990 FIFA World Cup, their business starts off well, but the relationship between the two friends soon becomes strained as Bimbo behaves more like a typical boss.",5,0,"A comedy About Friends, Family and Fish.",6,51,6521
1483,crash,drama thriller,1996,en,9000000,"After getting into a serious car accident, a TV director discovers an underground sub-culture of scarred, omnisexual car-crash victims who use car accidents and the raw sexual energy they produce to try to rejuvenate his sex life with his wife.",20,0,Love in the dying moments of the twentieth century.,6,759,6521
1484,"daytrippers, the",mystery,1996,en,0,"Eliza D'Amico thinks her marriage to Louis is going great until she finds a mysterious love note to her husband. Concerned, she goes to her mother for advice. Eliza, her parents, her sister Jo, and Jo's boyfriend all pile into a station wagon to go to the city to confront Louis with the letter. On the way, the five explore their relations with each other and meet many interesting people.",4,0,It's a family affair.,6,52,6521
1485,liar liar,comedy,1997,en,45000000,"Fletcher Reede is a fast-talking attorney and habitual liar. When his son Max blows out the candles on his fifth birthday he has just one wish - that his dad will stop lying for 24 hours. When Max's wish comes true, Fletcher discovers that his mouth has suddenly become his biggest liability.",30,302710615,Trust me.,6,4463,6521
1486,"quiet room, the",drama,1996,en,0,A seven-year-old girl adopts a vow of silence in protest when her quarrelsome parents grow increasingly hostile to one another.,0,0,Sometimes silence speaks volumes.,5,8,88423
1487,selena,drama musical,1997,en,20000000,"In this biographical drama, Selena Quintanilla is born into a musical Mexican-American family in Texas. Her father, Abraham, realizes that his young daughter is talented and begins performing with her at small venues. She finds success and falls for her guitarist, Chris Perez, who draws the ire of her father. Seeking mainstream stardom, Selena begins recording an English-language album which, tragically, she would never complete.",28,60000000,Discover the true story of one of America's brightest stars... that faded too soon.,7,988,6521
1488,"devil's own, the",action drama thriller war,1997,en,90000000,"Frankie McGuire, one of the IRA's deadliest assassins, draws an American family into the crossfire of terrorism. But when he is sent to the U.S. to buy weapons, Frankie is housed with the family of Tom O'Meara, a New York cop who knows nothing about Frankie's real identity. Their surprising friendship, and Tom's growing suspicions, forces Frankie to choose between the promise of peace or a lifetime of murder.",17,140807547,"They come from different worlds. They fight for different causes. Now, two men from opposite sides of the law are about to go to war.",6,914,4477
1489,cats don't dance,animation children's musical,1997,en,32000000,"Danny, an ambitious singing/dancing cat, goes to Hollywood and overcomes several obstacles to fulfill his dream of becoming a movie star.",10,3566637,It's a Jungle Out There!,7,127,6521
1490,b*a*p*s,comedy,1997,en,0,"Two clueless homegirls move to L.A. to become dancers, but instead find themselves scamming a dying millionaire to eventually become B*A*P*S (Black American Princesses).",6,7240837,These Pretty Women... Are Clueless!,5,52,6521
1493,love and other catastrophes,romance,1996,en,0,A day in the life of two film-school students trying to find love and another house-mate.,1,0,,5,21,6521
1494,"sixth man, the",comedy,1997,en,0,"Antoine and Kenny Tyler are NCAA college basketball players, and Antoine is the star. Suddenly Antoine dies of heart attack and Kenny has to fill his shoes as leader of team. Some time later, Antoine returns as a ghost and helps Kenny in game and in life, but Kenny changes in the process and doesn't quite like it.",10,0,They're lifting the game to a higher level,6,129,36807
1495,turbo: a power rangers movie,action adventure children's,1997,en,10000000,"The legendary Power Rangers must stop the evil space pirate Divatox from releasing the powerful Maligore from his volcanic imprisonment on the island of Muranthias, where only the kindly wizard Lerigot has the key to release him. The hope of victory lies in the Ranger's incredible new Turbo powers and powerful Turbo Zords.",51,17979739,The Power Is Back!,5,210,6521
1496,anna karenina,drama romance,1997,en,35000000,Anna is a wife and mother who has an affair with the handsome Count Vronsky. Based on the novel by Tolstoy.,12,791830,"In a world of power and privilege, one woman dared to obey her heart.",6,98,6521
1497,double team,action,1997,en,30000000,He's a one-man arsenal... with enough voltage to rock the free world. They Don't Play by the Rules. You're either on their side...or in their way. America's top counter-terrorist usually works alone...this time he's got company.,23,48138337,America's top counter-terrorist usually works alone... this time he's got company.,5,583,6521
1498,inventing the abbotts,drama romance,1997,en,0,"In the 1950s, brothers Jacey and Doug Holt, who come from the poorer side of their sleepy Midwestern town, vie for the affections of the wealthy, lovely Abbott sisters. Lady-killer Jacey alternates between Eleanor and Alice, wanting simply to break the hearts of rich young women. But sensitive Doug has a real romance with Pamela, which Jacey and the Abbott patriarch, Lloyd, both frown upon.",20,5926128,"When you want it all but can't have it, there's only one way to handle life... invent it.",6,166,6521
1499,anaconda,action adventure thriller,1997,en,45000000,"A ""National Geographic"" film crew is taken hostage by an insane hunter, who takes them along on his quest to capture the world's largest - and deadliest - snake.",32,136885767,"When you can't breathe, you can't scream.",5,1952,6521
1500,grosse pointe blank,comedy crime,1997,en,15000000,"Martin Blank is a hitman for hire. When he starts to develop a conscience, he botches a couple of routine jobs. On the advice of his secretary and his psychiatrist, he decides to attend his ten-year high school reunion in Grosse Pointe, Michigan.",13,31070412,Even a hit man deserves a second shot.,7,662,6521
1501,keys to tulsa,crime,1997,en,0,"Richter Boudreau is on a bad streak: Languishing in the shadow of his celebrity mother, he loses his job as a film critic for the town paper, and now he's been approached with a dangerous proposition that ultimately leads to blackmail. Richter's friend Ronnie ropes him into a scheme to steal the inheritance of his wife, Vicky.",6,57252,Two Men Taken By One Woman,4,14,6521
1502,kissed,romance,1996,en,0,"Over the years, a child's romantic ideals about death blossom into necrophilia, the study of embalming and the most profound relationship of her life.",6,0,Love Knows No Bounds.,6,59,6521
1503,8 heads in a duffel bag,comedy,1997,en,3000000,"Mafia hitman Tommy Spinelli (Joe Pesci) is flying to San Diego with a bag that holds eight severed heads, which he's bringing to his superiors to prove that some troublesome rival mobsters are permanently out of the picture. When his bag gets accidentally switched at the airport, Tommy must track down his duffel bag and the 8 heads it contains.",6,3602884,A mindless comedy.,4,115,6521
1504,hollow reed,drama,1996,en,0,"Following the break-up of his marriage after revealing his homosexuality, GP Martin Wyatt loses custody of his son Oliver to his now ex-wife Hannah and her new partner Frank. It is not long, however, until Oliver appears at the house of Martin and his new lover Tom claiming to have been beaten up by boys in the park. After another incident, Martin puts two and two together and comes to the conclusion that Frank has been beating Oliver without Hannah's knowledge. Martin then begins a long courtroom custody battle to win back his son.",2,0,Something has come between Hannah and Martin that will change their lives forever,5,10,6521
1507,paradise road,drama war,1997,en,16000000,"A group of English, American, Dutch and Australian women creates a vocal orchestra while being imprisoned in a Japanese POW camp on Sumatra during World War II.",8,0,,6,61,6521
1508,traveller,drama,1997,en,0,"A young man, Pat, visits the clan of gypsy-like grifters (Irish Travellers) in rural North Carolina from whom he is descended. He is at first rejected, but cousin Bokky takes him on as an apprentice. Pat learns the game while Bokky falls in love and desires a different life. Written by Jeff Hole",4,0,Swindlers. Scammers. Con-men. As American as apple-pie.,5,14,6521
1509,all over me,drama,1997,en,0,"Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent and meaningless death rocks their lives.",6,0,"In a world that expects you to fit in, sometimes you have to stand out.",5,44,6521
1510,"brother's kiss, a",drama,1997,en,0,"Two brothers, Lex and younger Mick, are living in Harlem. Mick is a policeman, and Lex, who spent youth years in reformatory because of injustice after he confronted the cop who tried to sodomize Mick on the street, is living with his wife Debbie trying to make ends meet and failing. One day Lex calls Mick - he has a problem...",1,0,,8,3,102878
1511,a chef in love,comedy,1996,ka,0,"The story of Pascal Ichak, a larger-than-life French traveller, bon vivant, and chef, who falls in love with Georgia and a Georgian princess in the early 1920s. All is well until the arrival of the Red Army of the Caucasus, as the Soviet revolution that has swept Russian comes to Georgia. Told as a flashback from the present, as a French-Georgian man whose mother was Pascal's lover translates his memoirs for Pascal's niece.",3,0,,5,10,6521
1513,romy and michele's high school reunion,comedy,1997,en,0,"Two not-too-bright party girls reinvent themselves for their high school reunion. Armed with a borrowed Jaguar, new clothes and the story of their success as the inventors of Post-It notes, Romy and Michele descend on their alma mater, but their façade crumbles quickly.",13,29235353,The Blonde Leading The Blonde.,6,398,6521
1514,temptress moon (feng yue),romance,1996,zh,0,"Set in the decadent 1920s, Temptress Moon tells the very complicated story of a wealthy family living on the outskirts of Shanghai. Their youngest daughter, Ruyi, is brought up as a servant to her opium-addicted father and brother. Meanwhile, her brother-in-law Zhongliang has a successful, if illegal, career seducing and blackmailing married women in the city. When he comes to Ruyi's home the two fall in love, and trouble ensues.",6,0,,6,21,47694
1515,volcano,drama thriller,1997,en,90000000,"An earthquake shatters a peaceful Los Angeles morning and opens a fissure deep into the earth, causing lava to start bubbling up. As a volcano begins forming in the La Brea Tar Pits, the director of the city's emergency management service, working with a geologist, must then use every resource in the city to try and stop the volcano from consuming LA.",23,122823468,The coast is toast.,5,1146,6521
1516,children of the revolution,comedy,1996,en,0,"A man (Richard Roxburgh) the Australian government blames for 1990s political woes blames his mother (Judy Davis), a communist Stalin seduced in 1951.",3,0,A red comedy about the ultimate party animals.,5,16,6521
1517,austin powers: international man of mystery,comedy,1997,en,16500000,"As a swingin' fashion photographer by day and a groovy British superagent by night, Austin Powers is the '60s' most shagadelic spy, baby! But can he stop megalomaniac Dr. Evil after the bald villain freezes himself and unthaws in the '90s? With the help of sexy sidekick Vanessa Kensington, he just might.",26,67683989,"If he were any cooler, he'd still be frozen, baby!",6,2639,6521
1518,breakdown,action thriller,1997,en,36000000,"When his SUV breaks down on a remote Southwestern road, Jeff Taylor lets his wife, Amy, hitch a ride with a trucker to get help. When she doesn't return, Jeff fixes his SUV and tracks down the trucker -- who tells the police he's never seen Amy. Johnathan Mostow's tense thriller then follows Jeff's desperate search for his wife, which eventually uncovers a small town's murderous secret.",17,50159144,It could happen to you.,6,644,6521
1519,broken english,drama,1996,en,0,"Ivan is the fierce patriarch of a family of Croatian refugees living in Auckland during the Yugoslav wars. Nina is his daughter, ready to live on her own, despite his angry objections. Eddie is the Maori she takes as her lover. Nina works at the restaurant where Eddie cooks. For a price, she agrees to marry another restaurant employee, a Chinese man, so that he can establish permanent residency. The money gives her the independence she needs to leave her parents' house and move in with Eddie. Complications arise when Eddie realizes the depth of her father's fury and the strength of Nina's family ties.",4,0,Sometimes when you make love you make war.,6,5,6521
1520,commandments,romance,1997,en,0,"Seth Warner has reached the end of his rope. Ever since his wife died two years earlier, his world has been in turmoil. He is despondent, his career has fallen apart, even his house has been destroyed. There seems to be nothing left for him to live for. Confused and angry after two years of suffering, he finally directs his wrath at God from the rooftop of his apartment building in New York City. In the midst of a wild thunderstorm he demands to know why he has been betrayed by the god he has believed in and honored his whole life. God's answer is to strike down Seth's dog in a bolt of lightning. Pushed beyond his limits, Seth decides to respond to his years of torment by breaking each of the biblical Ten Commandments.",3,0,He's getting even... by breaking all the rules,5,13,6521
1522,ripe,drama,1996,en,0,"When their abusive parents are killed in a car crash, twin sisters Rosie and Violet vow to run away to Kentucky in search of a better life. While on the road, the girls meet up with Pete, a drifter working as a grounds keeper on a derelict army base, who takes them in. While Violet falls for him, Rosie becomes increasingly angry and hostile, and the sisters' childhood bond is eventually destroyed forever.",3,0,No one stays innocent forever.,4,15,6521
1523,"truth or consequences, n.m.",action crime romance,1997,en,0,"Raymond Lembecke is a con just out of prison after serving time for selling drugs for his mob boss Tony Vago. (Lembecke was innocent and took the rap for Vago.) Lembecke thinks Vago owes him big time so, when his former boss gets him a measly job in a warehouse, he decides on revenge and plans to steal a million dollars worth of drugs from him.",6,134831,Life's harsh. Why behave?,6,50,6521
1524,"turning, the",drama,1992,en,0,"Gillian Anderson in her first ever screen role. Anderson's psycho boyfriend, Cliff, returns to his home town seething with pent-up frustration and rage. Four years earlier his family was on the verge of breaking up. Noe he's returned to put things right, fired by a psychopathic determination he is intent on destroying his father's new relationship...whatever it takes.",2,0,,3,4,6521
1525,warriors of virtue,action adventure children's fantasy,1997,en,0,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao.",4,0,In a world beyond your imagination a battle for the universe has begun.,4,51,6521
1526,fathers' day,comedy,1997,en,85000000,"Smart aleck lawyer, Jack Lawrence is one day visited by an ex-girlfriend who tells him her child is his. Enter Dale Putley. A depressed goofball who is also a writer, Dale meets with the same ex-girlfriend who also tells him her child is his. One day Jack and Dale meet and discover they've been told the same story—and there is now a question of who the real father is. They learn their son is following a rock band around Sacramento, so Jack and Dale must use teamwork to find him—and then find out which one of them is the real father.",9,35598376,,5,225,6521
1527,"fifth element, the",action sci-fi,1997,en,90000000,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",51,263920180,There is no future without it.,7,8831,18
1528,intimate relations,comedy,1996,en,0,"In 1950s England, sailor Harold Guppy arrives in a small seaside town looking for his estranged brother. After a brief reunion, Harold finds a room for rent in the house of Mrs. Beasley, her meek husband and their teenage daughter, Joyce. It's clear that Harold has a troubled past, but his future is about to get more perilous yet. Despite the rosy surface, Harold soon finds himself in a tawdry sexual tug-of-war that won't end well.",2,0,,5,7,6521
1529,nowhere,drama,1997,en,0,"Described as ""90210 on acid"", the film tells the story of a day in the lives of a group of college kids in Los Angeles and the strange lives they lead.",8,27354,Let the love feast begin.,6,106,6521
1531,losing chase,drama,1996,en,0,"An intimate and turbulent relationship develops between Chase, a woman recovering from a nervous breakdown and Elizabeth, the caretaker employed to look after her.",6,0,A love they never imagined. A summer they never forgot.,5,20,6521
1532,sprung,comedy,1997,en,0,"Two pairs of best friends - Montel &amp; Clyde and Brandy &amp; Adina meet at the party, where Clyde makes Adina think he is very rich and gets her into bed the same evening. When Adina finds out that she's been fooled, she becomes Clyde's worst enemy. Meanwhile Montel and Brandy fall in love and plan to marry, and Adina and Clyde try to do everything to stop them.",4,7553105,Way Past Whipped!,5,13,6521
1533,"promise, the (la promesse)",drama,1996,fr,0,"Igor, aged 15, and his father Roger deal in housing and peddling illicit labor in the outlying districts of Liege, Belgium. Scams, lies and swindling rule their lives. When one of his father’s illegal workers gets injured on the job and asks Igor to promise to take care of his wife and baby, Igor finds himself at a crossroad. He wants to keep the promise, but the price would be to betray his father.",9,0,,7,123,24183
1534,"bonheur, le",drama,1965,fr,0,"Though married to the good-natured, beautiful Thérèse, young husband and father François finds himself falling unquestioningly into an affair with an attractive postal worker.",9,0,Only a woman could dare to make this film.,7,123,6521
1535,love! valour! compassion!,drama romance,1997,en,2000000,"Gregory invites seven friends to spend the summer at his large, secluded 19th-century home in upstate New York. The seven are: Bobby, Gregory's ""significant other""; Art and Perry, two ""yuppies""; John, a dour expatriate Briton; Ramon, John's ""companion""; James, a cheerful soul who is in the advanced stages of AIDS; and Buzz, a fan of traditional Broadway musicals who is dealing with his own HIV-positive status.",4,2900000,Eight men. One summer. Figure it out.,6,27,6521
1537,shall we dance? (shall we dansu?),comedy,1996,ja,0,"A bored Japanese accountant sees a beautiful woman in the window of a ballroom dance studio. He secretly starts taking dancing lessons to be near her, and then over time discovers how much he loves ballroom dancing. His wife, meanwhile, has hired a private detective to find out why he has started coming home late smelling of perfume.",9,0,,7,107,11239
1538,"second jungle book: mowgli & baloo, the",adventure children's,1997,en,0,"In this exciting live-action adventure, young Mowgli, an orphan raised by wolves, is spotted by a scout for a giant circus. Accompanied by a cruel hunter and a snake charmer, the scout sets out to trap Mowgli. But with the help of Baloo the bear and Bagheera the panther, little Mowgli leads the adults into his biggest and wildest adventure yet! A fun-filled movie every member of the family will enjoy.",9,479099,,5,27,50850
1539,twin town,comedy crime,1997,en,0,"Jeremy and Julian Lewis, the ""Lewis Twins"", are two unruly brothers who terrorise the city of Swansea from the caravan park where they live with their family. When their father, Fatty, is injured while working on a roof for local kingpin Bryn Cartwright, they try in vain to claim compensation. Thus begins a campaign of terror, which local policemen Terry and Grayo are ill-equipped to prevent, involved as they are in a drugs deal with Cartwright.",5,0,,6,59,6521
1541,addicted to love,comedy romance,1997,en,0,"Good-natured astronomer Sam is devastated when the love of his life leaves him for a suave Frenchman. He therefore does what every other normal dumpee would do — go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, wait until she decides to leave her current lover, and then win her back.",9,34673095,A Comedy About Lost Loves And Last Laughs,6,321,6521
1542,brassed off,comedy drama romance,1996,en,0,"A Yorkshire coal mine is threatened with closure and the only hope is for the men to enter their Grimley Colliery Brass Band into a national competition. They believe they have no hope until Gloria appears carrying her Flugelhorn. At first mocked for being a woman, she soon becomes the only chance for the band to win.",7,0,,7,216,6521
1543,"designated mourner, the",drama,1997,en,0,"Jack and Judy are husband and wife, and Howard is Judys father. They live in some fictional undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's point of view.",1,0,,6,3,125021
1544,"lost world: jurassic park, the",action adventure sci-fi thriller,1997,en,73000000,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2,618638999,Something has survived.,6,6740,330
1545,ponette,drama,1996,fr,0,"After losing her mother in a car accident that leaves her with a broken arm, 4-year-old Ponette struggles with anguish and fear. Left by her father with a caring aunt and her children, Ponette grieves, secretly hoping her mother will somehow come back. Confused by the religious explanations provided by adults, and challenged by the cruel taunts of a few children at school, little Ponette must make her way through her emotional turmoil.",4,0,,7,40,6521
1546,schizopolis,comedy,1996,en,0,A man works for the unpleasant guru of a Scientology-like movement.,5,0,Come early! Come often!,6,73,6521
1547,shiloh,children's drama,1997,en,0,"An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",25,0,The story of a boy who risks everything to save his best friend.,5,52,6521
1548,"war at home, the",drama,1996,en,0,"A sly take on recent US foreign policy in the Middle East, 3D footage of the exit from NYFF’s premiere of The Social Network makes for characteristically angry and awestruck Jacobs’s fare.",0,0,,0,0,6521
1549,rough magic,drama romance,1995,en,0,"A sleazy politician sends an agent after his ex-fiancee, who fled to Mexico with incriminating film of him.",3,247202,"In the world of magic, the hand is quicker than the eye and love is the wild card.",5,19,6521
1550,trial and error,comedy romance,1997,en,0,"An actor poses as a lawyer to help his sick friend, and problems develop.",7,0,The 2nd most outrageous trial of the century,5,56,6521
1551,buddy,adventure children's drama,1997,en,25000000,An eccentric socialite raises a gorilla as her son.,7,10113400,Welcome to a family that will make yours seem tame,4,53,6521
1552,con air,action adventure thriller,1997,en,75000000,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",35,224012234,They were deadly on the ground; Now they have wings,6,3210,6521
1553,late bloomers,comedy,1996,en,0,"High School basketball coach, Dinah Groshardt, falls for the school secretary, Carly Lumpkin, and upsets the entire school in the process.",4,0,,3,9,6521
1554,"pillow book, the",drama romance,1995,en,0,A woman with a body writing fetish seeks to find a combined lover and calligrapher.,13,0,,6,120,26422
1555,"to have, or not",drama,1995,fr,0,"Alice, fired from her job on an assembly line, leaves her boyfriend and provincial home for an uncertain new life in Lyon. There she encounters Bruno, a construction worker who's just been dumped and is severely depressed. Romantic possibilities ensue.",1,0,,5,5,6521
1556,speed 2: cruise control,action romance thriller,1997,en,160000000,"A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers and causes an environmental disaster. Insurmountable and daunting tasks awaits them on their  perilous journey throughout the ship trying to fend off the hijacker and save the passengers.",24,164508066,"As the stakes get higher, the ride gets even faster.",4,1263,6521
1557,squeeze,drama,1996,en,0,"Benny, a hapless grifter, is thrown off a train after cheating at cards, and into the life of Tanya, a lovely bartender. Tanya has been supporting her husband, a former ballplayer, since his accident, waiting for an insurance settlement that will solve all their financial woes. But when it comes, he refuses to share it with her, claiming with newfound piety that money is the root of all evil. She then enlists the help of Benny to concoct a scheme to get her fair share of the settlement, and he finds one: a local Catholic mission needs money for repairs and Benny decides to create a miracle that will encourage husband Henry to fork over the money - which Benny and Tanya will intercept and share.",0,0,,3,2,6521
1558,sudden manhattan,comedy,1996,en,0,Donna witnesses identical murders on the same street on different days. Is this a supernatural conspiracy or is she merely cracking up?,1,0,,4,2,6521
1559,"next step, the",drama,1995,en,0,"The film features exclusive footage of the dancers from the series ""The Next Step"", as they prepared for their first-ever tour in Canada. Also includes live performances and exclusive interviews with cast members.",2,0,,10,3,6521
1561,wedding bell blues,comedy,1996,en,0,"Micki, Tanya and Jasmine have 24 hours to get divorced. There's just one problem...They're still single.  When Jasmine, Tanya and Micki decide they'd rather be divorced than unmarried, they take off to Las Vegas in search of the perfect ex. In the tangled web that follows, Micki lassos a cowboy, Tanya acquires a rich businessman, and Jasmine finds true love in the arms of a regular guy. The result is an outrageous comedy of love, marriage and misadventure.  As intelligent as it is absurd, Wedding Bell Blues pokes great fun at the twists and turns of modern love, with outstanding performances from a talented young cast, including Illeana Douglas, Paulina Porizkova and Julie Warner, it is without a doubt one of the year's most hilarious movies.",1,44000,,4,3,6521
1562,batman & robin,action adventure crime,1997,en,125000000,Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,80,238207122,Strength. Courage. Honor. And loyalty.,4,4059,6521
1563,dream with the fishes,drama,1997,en,0,"A suicidal man who can't kill himself agrees to finance his terminally ill neighbor's bucket list of fantasies if, at the end, the neighbor will kill him.",1,0,"Voyeurism, LSD and nude bowling... finally, a buddy flick that keeps you guessing!",7,22,6521
