movie_id,title,genres,year,tconst,averageRating,numVotes,isAdult,runtimeMinutes,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count
1955,Kramer Vs. Kramer,drama,1979,,-1.0,-1.0,0.0,-1,en,8000000,"Ted Kramer is a career man for whom his work comes before his family. His wife Joanna cannot take this anymore, so she decides to leave him. Ted is now faced with the tasks of housekeeping and taking care of himself and their young son Billy.",16,106260000,There are three sides to this love story,7,1711
1956,Ordinary People,drama,1980,tt0356974,-1.0,-1.0,0.0,-1,en,6000000,"Beth, Calvin, and their son Conrad are living in the aftermath of the death of the other son. Conrad is overcome by grief and misplaced guilt to the extent of a suicide attempt. He is in therapy. Beth had always preferred his brother and is having difficulty being supportive to Conrad. Calvin is trapped between the two trying to hold the family together.",15,54766923,Everything is in its proper place...except the past.,7,455
1957,Chariots of Fire,drama,1981,tt0082158,7.1,58817.0,0.0,125,en,5500000,"In the class-obsessed and religiously divided UK of the early 1920s, two determined young runners train for the 1924 Paris Olympics. Eric Liddell, a devout Christian born to Scottish missionaries in China, sees running as part of his worship of God's glory and refuses to train or compete on the Sabbath. Harold Abrahams overcomes anti-Semitism and class bias, but neglects his beloved sweetheart in his single-minded quest.",19,58972904,"This is the story of two men who run, not to run, but to prove something to the world. They will sacrifice anything to achieve their goals... except their honor.",6,658
1958,Terms of Endearment,comedy drama,1983,tt6517788,-1.0,-1.0,0.0,-1,en,8000000,"Aurora, a finicky woman, is in search of true love while her daughter faces marital issues. Together, they help each other deal with problems and find reasons to live a joyful life.",15,108423749,"Come to laugh, come to cry, come to care, come to terms.",7,574
1959,Out of Africa,drama romance,1985,tt0089755,7.2,77986.0,0.0,161,en,31000000,"Out of Africa tells the story of the life of Danish author Karen Blixen, who at the beginning of the 20th century moved to Africa to build a new life for herself. The film is based on the autobiographical novel by Karen Blixen from 1937.",21,128499205,Based on a true story.,7,1081
1960,The Last Emperor,drama war,1987,tt0093389,7.7,100695.0,0.0,163,en,23000000,"A dramatic history of Pu Yi, the last of the Emperors of China, from his lofty birth and brief reign in the Forbidden City, the object of worship by half a billion people; through his abdication, his decline and dissolute lifestyle; his exploitation by the invading Japanese, and finally to his obscure existence as just another peasant worker in the People's Republic.",24,43984230,"1500 slaves. 353,260,000 royal subjects. Warlords. Concubines. And 2 wives. He was the loneliest boy in the world.",7,1235
1961,Rain Man,drama,1988,tt0095953,8.0,499518.0,0.0,133,en,25000000,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.,25,354825435,A journey through understanding and fellowship.,7,5010
1962,Driving Miss Daisy,drama,1989,tt0097239,7.4,107462.0,0.0,99,en,7500000,"The story of an old Jewish widow named Daisy Werthan and her relationship with her black chauffeur, Hoke. From an initial mere work relationship grew in 25 years a strong friendship between the two very different characters in a time when those types of relationships where shunned.",21,145793296,"The funny, touching and totally irresistible story of a working relationship that became a 25-year friendship.",7,1201
1963,Take the Money and Run,comedy,1969,tt0065063,7.2,29631.0,0.0,85,en,1500000,"Virgil Starkwell is intent on becoming a notorious bank robber. Unfortunately for Virgil and his not-so-budding career, he is completely incompetent.",9,0,Crime lives!,7,600
1964,Klute,drama mystery,1971,tt0067309,7.1,25276.0,0.0,114,en,2500000,A high-priced call girl is forced to depend on a reluctant private eye when she is stalked by a psychopath.,13,12512637,You'd never take her for a call girl. You'd never take him for a cop.,6,285
1965,Repo Man,comedy sci-fi,1984,tt0087995,6.9,36743.0,0.0,92,en,1500000,"A down and out young punk gets a job working with a seasoned repo man, but what awaits him in his new career is a series of outlandish adventures revolving around aliens, the CIA, and a most wanted '64 Chevy.",13,2300000,It’s 4 a.m. Do you know where your car is?,6,428
1966,Metropolitan,comedy,1990,tt13880064,-1.0,-1.0,0.0,-1,en,225000,"A radical student is adopted by a group of young New Yorkers, serves as a catalyst to alter his and their lives. Gathering in a Manhattan apartment, the group of friends meet to discuss social mobility, Fourier's socialism and play bridge in their cocoon of upper-class society - until they are joined by a man with a critical view of their way of life.",7,2900000,Finally... A film about the downwardly mobile.,6,111
1967,Labyrinth,adventure children's fantasy,1986,tt14749970,-1.0,-1.0,0.0,-1,en,25000000,"When teen Sarah is forced to babysit Toby, her baby stepbrother, she summons Jareth the Goblin King to take him away. When he is actually kidnapped, Sarah is given just thirteen hours to solve a labyrinth and rescue him.",32,12729917,Where everything seems possible and nothing is what it seems.,7,1839
1968,The Breakfast Club,comedy drama,1985,tt0088847,7.8,381962.0,0.0,97,en,1000000,"Five high school students from different walks of life endure a Saturday detention under a power-hungry principal. The disparate group includes rebel John, princess Claire, outcast Allison, brainy Brian and Andrew, the jock. Each has a chance to tell his or her story, making the others see them a little differently -- and when the day ends, they question whether school will ever be the same.",26,51525171,"They only met once, but it changed their lives forever.",7,6677
1969,"Nightmare on Elm Street Part 2: Freddy's Revenge, A",horror,1985,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1970,"Nightmare on Elm Street 3: Dream Warriors, A",horror,1987,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1971,"Nightmare on Elm Street 4: The Dream Master, A",horror,1988,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1972,"Nightmare on Elm Street 5: The Dream Child, A",horror,1989,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
1973,Freddy's Dead: The Final Nightmare,horror,1991,tt0101917,4.8,45375.0,0.0,89,en,11000000,"Just when you thought it was safe to sleep, Freddy Krueger returns in this sixth installment of the Nightmare on Elm Street films, as psychologist Maggie Burroughs, tormented by recurring nightmares, meets a patient with the same horrific dreams. Their quest for answers leads to a certain house on Elm Street -- where the nightmares become reality.",51,34872033,They saved the best for last.,5,958
1974,Friday the 13th,horror,1980,tt7464054,-1.0,-1.0,0.0,-1,en,550000,Camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp that was the site of a child's drowning.,60,59754601,"They were warned...They are doomed...And on Friday the 13th, nothing will save them.",6,2150
1975,Friday the 13th Part 2,horror,1981,tt0082418,6.1,65993.0,0.0,87,en,1250000,"Five years after the horrible bloodbath at Camp Crystal Lake, it seems Jason Voorhees and his demented mother are in the past. Paul opens up a new camp close to the infamous site, ignoring warnings to stay away, and a sexually-charged group of counselors follow -- including child psychologist major Ginny. But Jason has been hiding out all this time, and now he's ready for revenge.",54,21722776,The body count continues...,6,1199
1976,Friday the 13th Part 3: 3D,horror,1982,,-1.0,-1.0,0.0,-1,en,4000000,"An idyllic summer turns into a nightmare of unspeakable terror for yet another group of naive counselors. Ignoring Camp Crystal Lake's bloody legacy, one by one they fall victim to the maniacal Jason who stalks them at every turn.",54,36690067,A new dimension in terror...,5,989
1977,Friday the 13th: The Final Chapter,horror,1984,tt0087298,6.0,50580.0,0.0,91,en,2600000,"After being mortally wounded and taken to the morgue, murderer Jason Voorhees spontaneously revives and embarks on a killing spree as he makes his way back to his home at Crystal Lake.",55,32980880,"Jason's Back, and this is the one you've been screaming for.",6,940
1978,Friday the 13th Part V: A New Beginning,horror,1985,,-1.0,-1.0,0.0,-1,en,2200000,"Homicidal maniac Jason returns from the grave to cause more bloody mayhem. Young Tommy may have escaped from Crystal Lake, but he’s still haunted by the gruesome events that happened there. When gory murders start happening at the secluded halfway house for troubled teens where he now lives, it seems like his nightmarish nemesis, Jason, is back for more sadistic slaughters.",39,21930418,A New Beginning to the first step in terror.,5,822
1979,Friday the 13th Part VI: Jason Lives,horror,1986,tt0091080,6.0,43636.0,0.0,86,en,3000000,"Determined to finish off the infamous killer Jason Voorhees once and for all, Tommy Jarvis and a friend exhume Jason’s corpse in order to cremate him. Things go awry when Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now it’s up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about.",58,19472057,Kill or be killed!,6,832
1980,Friday the 13th Part VII: The New Blood,horror,1988,tt0095179,5.2,36241.0,0.0,88,en,2800000,"A young girl who possesses the power of telekinesis accidentally causes her father's death after a family dispute at Crystal Lake. Years later, when a doctor tries to exploit her abilities, her power becomes a hellish curse, and she unwittingly unchains the merciless, bloodthirsty Jason Voorhees from his watery grave.",50,19170001,"Jason is back, but this time someone's waiting!",5,729
1981,Friday the 13th Part VIII: Jason Takes Manhattan,horror,1989,tt0097388,4.5,37170.0,0.0,100,en,5000000,A group of students on a graduation cruise bound for Manhattan soon realize they've got a stowaway aboard the ship: serial killer Jason Voorhees.,59,14000000,The Big Apple's in BIG trouble!,5,735
1982,Halloween,horror,1978,tt8539810,-1.0,-1.0,0.0,-1,en,20000000,"The nightmare isn't over as unstoppable killer Michael Myers escapes from Laurie Strode's trap to continue his ritual bloodbath. Injured and taken to the hospital, Laurie fights through the pain as she inspires residents of Haddonfield, to rise up against Myers. Taking matters into their own hands, the Strode women and other survivors form a vigilante mob to hunt down Michael and end his reign of terror once and for all.",307,127000000,Evil dies tonight.,6,1599
1983,Halloween II,horror,1981,tt0082495,6.5,86747.0,0.0,92,en,10000000,"Laurie Strode struggles to come to terms with her brother Michael's deadly return to Haddonfield, Illinois. Meanwhile, Michael prepares for another reunion with his sister.",35,0,Family Is Forever,5,1045
1984,Halloween III: Season of the Witch,horror,1983,tt0085636,5.0,51050.0,0.0,98,en,2500000,"Dr. Daniel Challis and Ellie Grimbridge stumble onto a gruesome murder scheme when Ellie's novelty-salesman father, Harry, is killed while in possession of a halloween mask made by the Silver Shamrock mask company. The company's owner, Conal Cochran, wants to return Halloween to its darker roots using his masks -- and his unspeakable scheme would unleash death and destruction across the country.",28,14400000,The night no one comes home.,5,965
1985,Halloween 4: The Return of Michael Myers,horror,1988,tt0095271,5.8,50384.0,0.0,88,en,5000000,"The apparently comatose Michael Myers is being transferred from one hospital to another, but he wakes up when the ambulance crew talk about his surviving niece, Jamie. After slaughtering his attendants, Myers sets out to find his one living relative who is, fortunately, being cared for by a kind and resourceful foster sister named Rachel. Meanwhile, the ever-cautious Dr. Loomis remains on the killer's path.",41,17768757,Horror has returned to Haddonfield.,6,1112
1986,Halloween 5: The Revenge of Michael Myers,horror,1989,tt0097474,5.0,40174.0,0.0,96,en,5000000,"Presumed dead after a shoot-out with the Haddonfield police, Michael Myers is secretly nursed back to health -- and returns a year later to kill again and once more targets his young niece, Jamie. Jamie is now recovering in the local children's hospital after attacking her stepmother and losing her voice. Her mental link with her evil uncle may be the key to uprooting her family tree.",36,11642254,"Michael Lives, And This Time They're Ready!",5,847
1987,Prom Night,horror,1980,tt0081383,5.3,17629.0,0.0,92,en,0,"Donna's senior prom is supposed to be the best night of her life, though a sadistic killer from her past has different plans for her and her friends.",14,14796236,A Night To Die For.,5,547
1988,Hello Mary Lou: Prom Night II,horror,1987,,-1.0,-1.0,0.0,-1,en,0,"When Hamilton High's Prom Queen of 1957, Mary Lou Maloney is killed by her jilted boyfriend, she comes back for revenge 30 years later. Bill Nordham is now the principle of Hamilton High and his son is about to attend the prom with Vicki Carpenter. However, she is possessed by Mary Lou Maloney after opening a trunk in the school's basement. Now Bill must face the horror he left behind in 1957.",10,2683519,You Can't Keep a Bad Girl Down,5,116
1989,Prom Night III: The Last Kiss,horror,1989,tt0098136,4.6,2197.0,0.0,97,en,0,"Mary Lou, the prom queen burned to death by her boyfriend back in the fifties, has escaped from hell and is once again walking the hallways of Hamilton High School, looking for blood. She chooses as her escort in world of the living Alex, an average depressed student with dreams of one day becoming a doctor. As Mary Lou begins to get back into form, the body count starts climbing and the graduating class of Hamilton High is once again smaller than expected.",4,0,A Romantic Comedy from Hell,4,43
1990,Prom Night IV: Deliver Us From Evil,horror,1992,,-1.0,-1.0,0.0,-1,en,0,"Carrying on the Prom Night tradition, this film begins back at Hamilton High School on Prom Night in 1957. As a young couple are enjoying a romantic moment together in the back seat of a car, they are interrupted by Father Jonas, a priest who slashes and immolates the lovers. Thirty years later, Jonas gets loose from the chapel basement where the church fathers had been secretly keeping him locked up and drugged. As luck would have it, it's prom night again, and group of four students have unfortunately chosen Jonas's hideout as their secluded getaway spot.",5,0,"They ditched the prom for a private party, now it's their last dance.",4,40
1991,Child's Play,horror,1988,tt0104615,7.2,191.0,0.0,111,en,9000000,"A single mother gives her son a beloved doll for his birthday, only to discover that it is possessed by the soul of a serial killer.",102,44196684,No one believes the truth...or lives to tell it.,6,2158
1992,Child's Play 2,horror,1990,tt0099253,5.9,50070.0,0.0,84,en,13000000,"When Andy's mother is admitted to a psychiatric hospital, the young boy is placed in foster care, and Chucky, determined to claim Andy's soul, is not far behind.",62,35763605,Sorry Jack...Chucky's back!,6,1319
1993,Child's Play 3,horror,1992,tt0103956,5.1,39985.0,0.0,90,en,13000000,"Eight years have passed since the events of the second film. Chucky has been resurrected once again and seeks revenge on Andy, his former owner, who is now a teenager enrolled in military school.",67,20560255,Chucky has a new playmate.,5,1137
1994,Poltergeist,horror thriller,1982,tt10173254,-1.0,-1.0,0.0,-1,en,35000000,"A family's suburban home is invaded by angry spirits. When the terrifying apparitions escalate their attacks and take the youngest daughter, the family must come together to rescue her.",52,95437994,They're Here. And They Know What Scares You.,5,1965
1995,Poltergeist II: The Other Side,horror thriller,1986,tt0091778,5.6,26827.0,0.0,91,en,19000000,"The Freeling family move in with Diane's mother in an effort to escape the trauma and aftermath of Carol Anne's abduction by the Beast. But the Beast is not to be put off so easily and appears in a ghostly apparition as the Reverend Kane, a religeous zealot responsible for the deaths of his many followers. His goal is simple - he wants the angelic Carol Anne.",33,40996665,They're back.,6,483
1996,Poltergeist III,horror thriller,1988,tt0095889,4.6,18376.0,0.0,98,en,10500000,"Carol Anne has been sent to live with her Aunt and Uncle in an effort to hide her from the clutches of the ghostly Reverend Kane, but he tracks her down and terrorises her in her relatives' appartment in a tall glass building. Will he finally achieve his target and capture Carol Anne again, or will Tangina be able, yet again, to thwart him?",28,14144000,He's found her.,5,355
1997,The Exorcist,horror,1973,tt12935366,-1.0,-1.0,0.0,-1,en,8000000,"12-year-old Regan MacNeil begins to adapt an explicit new personality as strange events befall the local area of Georgetown. Her mother becomes torn between science and superstition in a desperate bid to save her daughter, and ultimately turns to her last hope: Father Damien Karras, a troubled priest who is struggling with his own faith.",123,441306145,"Something almost beyond comprehension is happening to a girl on this street, in this house… and a man has been sent for as a last resort. This man is The Exorcist.",7,6176
1998,Exorcist II: The Heretic,horror,1977,tt0076009,3.8,24310.0,0.0,117,en,14000000,"Bizarre nightmares plague Regan MacNeil four years after her possession and exorcism. Has the demon returned? And if so, can the combined faith and knowledge of a Vatican investigator and a hypnotic research specialist free her from its grasp?",30,30749142,It's four years later... what does she remember?,4,491
1999,The Exorcist III,horror,1990,tt0099528,6.5,30911.0,0.0,110,en,0,"Set fifteen years after the original film, The Exorcist III centers around the philosophical Lieutenant William F. Kinderman who is investigating a baffling series of murders around Georgetown that all contain the hallmarks of The Gemini, a deceased serial killer. It eventually leads him to a catatonic patient in a psychiatric hospital who has recently started to speak, claiming he is The Gemini and detailing the murders, but bears a striking resemblance to Father Damien Karras.",38,0,Do you dare walk these steps again?,6,498
2000,Lethal Weapon,action comedy crime drama,1987,tt0093409,7.6,252084.0,0.0,109,en,15000000,"Veteran buttoned-down LAPD detective Roger Murtaugh is partnered with unhinged cop Martin Riggs, who -- distraught after his wife's death -- has a death wish and takes unnecessary risks with criminals at every turn. The odd couple embark on their first homicide investigation as partners, involving a young woman known to Murtaugh with ties to a drug and prostitution ring.",31,120207127,If these two can learn to stand each other... the bad guys don't stand a chance.,7,3588
2001,Lethal Weapon 2,action comedy crime drama,1989,tt0097733,7.3,171978.0,0.0,114,en,25000000,"In the opening chase, Martin Riggs and Roger Murtaugh stumble across a trunk full of Krugerrands. They follow the trail to a South African diplomat who's using his immunity to conceal a smuggling operation. When he plants a bomb under Murtaugh's toilet, the action explodes!",33,227853986,The magic is back!,7,2679
2002,Lethal Weapon 3,action comedy crime drama,1992,tt0104714,6.7,165302.0,0.0,118,en,35000000,"Archetypal buddy cops Riggs and Murtaugh are back for another round of high-stakes action, this time setting their collective sights on bringing down a former Los Angeles police lieutenant turned black market weapons dealer. Lorna Cole joins as the beautiful yet hardnosed internal affairs sergeant who catches Riggs's eye.",38,321731527,The magic is back again!,6,2236
2003,Gremlins,comedy horror,1984,tt0087363,7.3,217016.0,0.0,106,en,11000000,"When Billy Peltzer is given a strange but adorable pet named Gizmo for Christmas, he inadvertently breaks the three important rules of caring for a Mogwai, and unleashes a horde of mischievous gremlins on a small town.",35,153083102,"Don't get him wet, keep him out of bright light, and never NEVER feed him after midnight.",7,5160
2004,Gremlins 2: The New Batch,comedy horror,1990,tt0099700,6.4,101189.0,0.0,106,en,50000000,"Young sweethearts Billy and Kate move to the Big Apple, land jobs in a high-tech office park and soon reunite with the friendly and lovable Gizmo. But a series of accidents creates a whole new generation of Gremlins. The situation worsens when the devilish green creatures invade a top-secret laboratory and develop genetically altered powers, making them even harder to destroy!",31,41482207,Here they grow again.,6,1964
2005,The Goonies,adventure children's fantasy,1985,tt0089218,7.7,262715.0,0.0,114,en,19000000,"A young teenager named Mikey Walsh finds an old treasure map in his father's attic. Hoping to save their homes from demolition, Mikey and his friends Data Wang, Chunk Cohen, and Mouth Devereaux run off on a big quest to find the secret stash of Pirate One-Eyed Willie.",51,61389680,,7,4614
2006,The Mask of Zorro,action adventure romance,1998,tt0219169,7.1,14.0,0.0,-1,en,95000000,"It has been twenty years since Don Diego de la Vega fought Spanish oppression in Alta California as the legendary romantic hero, Zorro. Having escaped from prison he transforms troubled bandit Alejandro into his successor, in order to foil the plans of the tyrannical Don Rafael Montero who robbed him of his freedom, his wife and his precious daughter.",34,250288523,No one has seen his face... but everyone ... knows this mark.,6,3269
2007,Polish Wedding,comedy,1998,tt0119910,5.5,3273.0,0.0,105,en,0,"The film centers on a big Polish family. Jadzia is the mother and the ruler of the Pzoniak family (she has five children). Though she's happily married to Bolek, she is also having a long-time affair with Roman. Her young daughter Hala is having an affair with neighbour cop Russell and becomes pregnant by him. Russell is pressed hard to marry Hala.",3,0,"Sometimes the further you stray, the closer you are to home.",5,30
2008,"This World, Then the Fireworks",crime drama film-noir,1996,tt0117898,5.2,1216.0,0.0,100,en,0,"Marty Lakewood is a reporter forced to leave Chicago and his family because he had uncovered too much police corruption. He returns to his small home town on the California coast to his ailing mother and prostitute sister, with whom he had an incestuous affair. Being short of money, he seduces a woman cop in order to sell her house.",2,51618,Meet Marty and Carol. Two people who are very good at being bad.,4,14
2009,Soylent Green,sci-fi thriller,1973,tt1334614,-1.0,-1.0,0.0,-1,en,0,"In an overpopulated futuristic Earth, a New York police detective finds himself marked for murder by government agents when he gets too close to a bizarre state secret involving the origins of a revolutionary and needed new foodstuff.",27,3600000,What is the secret of Soylent Green?,6,896
2010,Metropolis,sci-fi,1926,tt4387770,-1.0,-1.0,0.0,120,de,1300000,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working class prophet who predicts the coming of a savior to mediate their differences.",25,650422,There can be no understanding between the hands and the brain unless the heart acts as mediator.,8,2005
2011,Back to the Future Part II,comedy sci-fi,1989,tt0096874,7.9,513676.0,0.0,108,en,40000000,"Marty and Doc are at it again in this wacky sequel to the 1985 blockbuster as the time-traveling duo head to 2015 to nip some McFly family woes in the bud. But things go awry thanks to bully Biff Tannen and a pesky sports almanac. In a last-ditch attempt to set things straight, Marty finds himself bound for 1955 and face to face with his teenage parents -- again.",36,332000000,"Roads? Where we're going, we don't need roads!",7,10459
2012,Back to the Future Part III,comedy sci-fi western,1990,tt0099088,7.5,431924.0,0.0,118,en,40000000,"The final installment of the Back to the Future trilogy finds Marty digging the trusty DeLorean out of a mineshaft and looking for Doc in the Wild West of 1885. But when their time machine breaks down, the travelers are stranded in a land of spurs. More problems arise when Doc falls for pretty schoolteacher Clara Clayton, and Marty tangles with Buford Tannen.",42,244527583,They've saved the best trip for last... But this time they may have gone too far.,7,8501
2013,The Poseidon Adventure,action adventure,1972,tt0069113,7.1,44166.0,0.0,117,en,5000000,"When their ocean liner capsizes, a group of passengers struggle to survive and escape.",22,84563118,"Hell, Upside Down",7,631
2014,Freaky Friday,children's comedy,1977,tt0076054,6.3,12747.0,0.0,95,en,26000000,"Mother and daughter bicker over everything -- what Anna wears, whom she likes and what she wants to do when she's older. In turn, Anna detests Tess's fiancé. When a magical fortune cookie switches their personalities, they each get a peek at how the other person feels, thinks and lives.",46,160846332,Mondays are manic. Wednesdays are wild. And Fridays are about to get a little freaky.,6,3014
2015,The Absent Minded Professor,children's comedy fantasy,1961,tt0054594,6.7,8180.0,0.0,92,en,0,"Bumbling professor Ned Brainard accidentally invents flying rubber, or ""Flubber"", an incredible material that gains energy every time it strikes a hard surface. It allows for the invention of shoes that can allow jumps of amazing heights and enables a modified Model-T to fly. Unfortunately, no one is interested in the material except for Alonzo Hawk, a corrupt businessman who wants to steal the material for himself.",12,0,The most amazing discovery since laughter!,6,122
2016,The Apple Dumpling Gang Rides Again,children's comedy western,1979,tt0078790,6.0,2835.0,0.0,88,en,0,"Amos and Theodore, the two bumbling outlaw wannabes from The Apple Dumpling Gang, are back and trying to make it on their own. This time, the crazy duo gets involved in an army supply theft case -- and, of course, gets in lots of comic trouble along the way!",5,0,"As belles, they were ding-dongs... they enlisted, and were rotten to the corps... and when things got hotter... they went to the cooler... now, they're on the loose again!",6,48
2017,Babes in Toyland,children's fantasy musical,1961,tt0168473,4.9,563.0,0.0,74,en,0,"All roads lead to magical, merry Toyland as Mary Contrary and Tom Piper prepare for their wedding! But villainous Barnaby wants Mary for himself, so he kidnaps Tom, setting off a series of comic chases, searches, and double-crosses! The ""March Of The Wooden Soldiers"" helps put Barnaby in his place, and ensures a ""happily ever after"" for Tom and Mary!",12,0,,6,58
2018,Bambi,animation children's,1942,tt11668512,-1.0,-1.0,0.0,120,en,858000,"Bambi's tale unfolds from season to season as the young prince of the forest learns about life, love, and friends.",95,267447150,A great love story.,7,4642
2019,Seven Samurai (The Magnificent Seven) (Shichinin no samurai),action drama,1954,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
2020,Dangerous Liaisons,drama romance,1988,tt11946936,-1.0,-1.0,0.0,-1,en,14000000,"In 18th century France, Marquise de Merteuil asks her ex-lover Vicomte de Valmont to seduce the future wife of another ex-lover of hers in return for one last night with her. Yet things don’t go as planned.",18,34670720,Lust. Seduction. Revenge. The game as you've never seen it played before.,7,873
2021,Dune,fantasy sci-fi,1984,tt0087182,6.3,158044.0,0.0,137,en,165000000,"Paul Atreides, a brilliant and gifted young man born into a great destiny beyond his understanding, must travel to the most dangerous planet in the universe to ensure the future of his family and his people. As malevolent forces explode into conflict over the planet's exclusive supply of the most precious resource in existence-a commodity capable of unlocking humanity's greatest potential-only those who can conquer their fear will survive.",540,399000000,"Beyond fear, destiny awaits.",7,6295
2022,The Last Temptation of Christ,drama,1988,tt0095497,7.5,56062.0,0.0,164,en,7000000,"Jesus, a humble Judean carpenter beginning to see that he is the son of God, is drawn into revolutionary action against the Roman occupiers by Judas -- despite his protestations that love, not violence, is the path to salvation. The burden of being the savior of mankind torments Jesus throughout his life, leading him to doubt.",34,8373585,,7,771
2023,The Godfather: Part III,action crime drama,1990,tt0099674,7.6,383861.0,0.0,162,en,54000000,"In the midst of trying to legitimize his business dealings in 1979 New York and Italy, aging mafia don, Michael Corleone seeks forgiveness for his sins while taking a young protege under his wing.",46,136766062,All the power on earth can't change destiny.,7,4793
2024,The Rapture,drama mystery,1991,tt6268948,-1.0,-1.0,0.0,-1,en,0,"A gritty, international tale of four separate stories woven together by a common theme: the Rapture.",28,124561,What if you woke up and it finally happened?,4,11
2025,Lolita,drama romance,1997,tt9252006,-1.0,-1.0,0.0,-1,en,62000000,Urbane professor Humbert Humbert marries a New England widow to be near her nymphet daughter.,71,1071255,A forbidden love. An unthinkable attraction. The ultimate price.,7,1257
2026,Disturbing Behavior,horror thriller,1998,tt0134619,5.6,22395.0,0.0,84,en,15000000,"Steve Clark is a newcomer in the town of Cradle Bay, and he quickly realizes that there's something odd about his high school classmates. The clique known as the ""Blue Ribbons"" are the eerie embodiment of academic excellence and clean living. But, like the rest of the town, they're a little too perfect. When Steve's rebellious friend Gavin mysteriously joins their ranks, Steve searches for the truth with fellow misfit Rachel.",15,17507368,In Cradle Bay it doesn’t matter if you’re not perfect.  You will be.,5,259
2027,Mafia!,comedy crime,1998,tt0120741,5.5,15288.0,0.0,87,en,10000000,Takeoff on the Godfather with the son of a mafia king taking over for his dying father.,14,19000000,See it early. Avoid the mob.,5,132
2028,Saving Private Ryan,action drama war,1998,tt0120815,8.6,1332072.0,0.0,169,en,70000000,"As U.S. troops storm the beaches of Normandy, three brothers lie dead on the battlefield, with a fourth trapped behind enemy lines. Ranger captain John Miller and seven men are tasked with penetrating German-held territory and bringing the boy home.",74,481840909,The mission is a man.,8,12798
2029,Billy's Hollywood Screen Kiss,comedy romance,1997,tt0137386,6.6,3853.0,0.0,92,en,0,"Billy, a struggling young gay photographer (who likes Polaroids), tired of being the ""other man"", falls in love with Gabriel, a waiter and aspiring musician who is probably straight but possibly gay or at least curious. Billy tries to get Gabriel to model for his latest project, a series of remakes of famous Hollywood screen kisses, featuring male couples, while also trying to win his affections.",3,2020700,Lights!... Camera!... Attraction!,6,31
2030,East Palace West Palace (Dong gong xi gong),drama,1997,,-1.0,-1.0,0.0,-1,,-1,,-1,-1,,-1,-1
2031,"$1,000,000 Duck",children's comedy,1971,,-1.0,-1.0,0.0,-1,en,0,"Professor Dooley takes home a duck from his research laboratory as a toy for his son, but soon finds out that it lays golden eggs.",8,0,What an EGGstravaganza!,5,60
2032,The Barefoot Executive,children's comedy,1971,tt0066811,5.9,1893.0,0.0,96,en,0,"In the great Disney tradition of wild family fun, a young Kurt Russell stars as Steven Post - an ambitious mailroom clerk at a second-rate TV network. With his eye on the boardroom, and getting nowhere with the studio's top dog, he makes a career-changing discovery. His girlfriend's lovable pet chimp can pick a hit show every time! His secret for success turns into a madcap monkey business when he makes vice president and jealous rivals want in on the act. Ride along with narrow escapes and a classic cast featuring Joe Flynn and Harry Morgan in a comedic climb up the corporate ladder that will leave you howling for more!",3,0,The Secret To Success Is Pure Monkey Business,5,23
2033,The Black Cauldron,animation children's,1985,tt0088814,6.4,35172.0,0.0,80,en,25000000,"Taran is an assistant pigkeeper with boyish dreams of becoming a great warrior. However, he has to put the daydreaming aside when his charge, an oracular pig named Hen Wen, is kidnapped by an evil lord known as the Horned King. The villain hopes Hen will show him the way to The Black Cauldron, which has the power to create a giant army of unstoppable soldiers.",30,21288692,Hidden by darkness. Guarded by witches. Discovered by a boy. Stolen by a king. Whoever owns it will rule the world. Or destroy it.,6,965
2034,The Black Hole,sci-fi,1979,tt1561766,-1.0,-1.0,0.0,-1,en,20000000,"The explorer craft USS Palomino is returning to Earth after a fruitless 18-month search for extra-terrestrial life when the crew comes upon a supposedly lost ship, the USS Cygnus, hovering near a black hole. The ship is controlled by Dr. Hans Reinhardt and his monstrous robot companion, but the initial wonderment and awe the Palomino crew feel for the ship and its resistance to the power of the black hole turn to horror as they uncover Reinhardt's plans.",17,35841901,A journey that begins where everything ends!,5,323
2035,Blackbeard's Ghost,children's comedy,1968,tt0062737,6.8,5907.0,0.0,106,en,0,"Peter Ustinov stars as the eponymous wraith, who returns to Earth to aid his descendant, elderly Elsa Lanchester (Stowecroft). The villains want to kick Lanchester and her friends out of their group home so that they can build a crooked casino. Good guy Steve Walker (Jones) gets caught in the middle of the squabble after evoking Blackbeard's ghost.",13,0,He's out'a sight...literally!,6,110
