,movie_id,tags,title,genres,year
1492,1528,nan,Intimate Relations ,comedy,1996
1493,1529, on acid drama drama drama drama drama,Nowhere ,drama,1997
1494,1531,less than  ratings depression lesbian drama drama drama drama drama,Losing Chase ,drama,1996
1495,1532,nan,Sprung ,comedy,1997
1496,1533,nan,"Promise, The (La Promesse) ",drama,1996
1497,1534,nan,"Bonheur, Le ",drama,1965
1498,1535,nan,Love! Valour! Compassion! ,drama romance,1997
1499,1537,japan japan ballroom dance comedy comedy comedy comedy comedy,Shall We Dance? (Shall We Dansu?) ,comedy,1996
1500,1538,nan,"Second Jungle Book: Mowgli & Baloo, The ",adventure children's,1997
1501,1539,nan,Twin Town ,comedy crime,1997
1502,1541,camera obscura comedy kelly preston matthew broderick meg ryan romance spying stars tchã ky karyo dunne comedy romance comedy romance comedy romance comedy romance comedy romance,Addicted to Love ,comedy romance,1997
1503,1542,in netflix queue uk music ewan mcgregor k movie british british comedy drama romance comedy drama romance comedy drama romance comedy drama romance comedy drama romance,Brassed Off ,comedy drama romance,1996
1504,1543,nan,"Designated Mourner, The ",drama,1997
1505,1544,dinosaurs dinosaurs steven spielberg boring dinosaurs read the book seen more than once steven spielberg dinosaurs steven spielberg seen at the cinema divx michael crichton nature vs civilization steven spielberg seen more than once steven spielberg lost child dinosaurs julianne moore steven spielberg arliss howard jeff goldblum julianne moore pete postlethwaite richard attenborough dinosaurs dinosaurs franchise foqam mm action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller,"Lost World: Jurassic Park, The ",action adventure sci-fi thriller,1997
1506,1545,abandonment death cathartic dreamlike elegiac humorous intimate quirky understated drama drama drama drama drama,Ponette ,drama,1996
1507,1546,cerebral deadpan enigmatic goofy quirky silly witty comedy comedy comedy comedy comedy,Schizopolis ,comedy,1996
1508,1547,dogs children's drama children's drama children's drama children's drama children's drama,Shiloh ,children's drama,1997
1509,1548,easily confused with other movie s title drama drama drama drama drama,"War at Home, The ",drama,1996
1510,1549,russell crowe drama romance drama romance drama romance drama romance drama romance,Rough Magic ,drama romance,1995
1511,1550,nan,Trial and Error ,comedy romance,1997
1512,1551,nan,Buddy ,adventure children's drama,1997
1513,1552,airplane convicts prison aeroplane aviation convicts great actions nicolas cage simon west dave chapelle afternoon section steve buscemi nicolas cage prison airplane airplane prison nicolas cage seen at the cinema watched  nicolas cage john malkovich nicolas cage aeroplane prison aviation airplane convicts jerry bruckheimer prison jerry bruckheimer prison action adventure thriller action adventure thriller action adventure thriller action adventure thriller action adventure thriller,Con Air ,action adventure thriller,1997
1514,1553,nan,Late Bloomers ,comedy,1996
1515,1554,library library vhs fascinating movie ewan mcgregor has a giant penis ewan mcgregor artistic autobiographical dark literary adaptation poetic poetry romance nudity full frontal notable assassin bechdel test fail hypertextual murder ewe mean sausage mchoody with eggs beautifully filmed full frontal nudity drama romance drama romance drama romance drama romance drama romance,"Pillow Book, The ",drama romance,1995
1516,1555,not available from netflix drama drama drama drama drama,"To Have, or Not ",drama,1995
1517,1556,keanu reeves speed boat not as good as the first jan de bont sandra bullock boat sequel sequel worse no rec sandra bullock sandra bullock crappy sequel boat stupid as hell crappy sequel bad sequel action romance thriller action romance thriller action romance thriller action romance thriller action romance thriller,Speed 2: Cruise Control ,action romance thriller,1997
1518,1557,nan,Squeeze ,drama,1996
1519,1558,adrienne shelly comedy comedy comedy comedy comedy,Sudden Manhattan ,comedy,1996
1520,1559,nan,"Next Step, The ",drama,1995
1521,1561,nan,Wedding Bell Blues ,comedy,1996
1522,1562,george clooney uma thurman arnold schwarzenegger super hero action super hero misunderstood comedy comic book uma thurman adapted from comic alter ego batman comic book dc comics batman superhero uma thurman bank robbery bad one liners camp dc superhero franchise action action adventure crime action adventure crime action adventure crime action adventure crime action adventure crime,Batman & Robin ,action adventure crime,1997
1523,1563,nan,Dream With the Fishes ,drama,1997
1524,1564,nan,Roseanna's Grave (For Roseanna) ,comedy romance,1997
1525,1565,nan,Head Above Water ,comedy thriller,1996
1526,1566,disney own classical studies greek mythology kids and family disney heroes myth disney greek mythology myth adventure animation children's comedy musical adventure animation children's comedy musical adventure animation children's comedy musical adventure animation children's comedy musical adventure animation children's comedy musical,Hercules ,adventure animation children's comedy musical,1997
1527,1567,nudity topless brief keanu reeves drama drama drama drama drama,"Last Time I Committed Suicide, The ",drama,1997
1528,1568,teddy award crime drama mystery crime drama mystery crime drama mystery crime drama mystery crime drama mystery,MURDER and murder ,crime drama mystery,1996
1529,1569,girlie movie weddings julia roberts useless afternoon section chicago comiskey park gay friend jealousy karaoke love triangles oscar nominee music original score pg  pg  sex related humor pg  strong language scope unrequited love wedding zucker brothers central event wedding preparation cameron diaz my dvds flick dermot mulroney philip bosco rupert everett cameron diaz julia roberts cameron diaz julia roberts weddings girlie movie comedy romance comedy romance comedy romance comedy romance comedy romance,My Best Friend's Wedding ,comedy romance,1997
1530,1570,cult film sci-fi sci-fi sci-fi sci-fi sci-fi,Tetsuo II: Body Hammer ,sci-fi,1992
1531,1571,nan,When the Cats Away (Chacun cherche son chat) ,comedy romance,1996
1532,1572,based on a book library vhs criterion bibliothek biting creative block crumbling marriages cynical deliberate filmmaking literate reflective satirical talky work ethics dvd ram drama drama drama drama drama,Contempt (Le Mépris) ,drama,1963
1533,1573,switching places john travolta transplants john travolta john woo nicolas cage afternoon section switching places erlend s dvds john travolta nicolas cage nicolas cage want to see again seen at the cinema john travolta nicolas cage switching places divx drive in tumey s vhs nicolas cage ridiculous nicolas cage stupid dvd video john travolta nicholas cage john travolta nicolas cage guns action sci-fi thriller action sci-fi thriller action sci-fi thriller action sci-fi thriller action sci-fi thriller,Face/Off ,action sci-fi thriller,1997
1534,1574,nan,Fall ,romance,1997
1535,1575,nan,Gabbeh ,drama,1996
1536,1577,nan,Mondo ,drama,1996
1537,1578,nan,"Innocent Sleep, The ",crime,1995
1538,1579,nan,For Ever Mozart ,drama,1996
1539,1580,aliens tommy lee jones will smith seen at the cinema seen more than once will smith aliens will smith enjoyable barry sonnenfeld tommy lee jones will smith action adventure policial sci fi very funny conspiracy scifi action aliens will smith classic comedy good dialogues will smith cool but freaky will smith action adapted from comic secret gov t agency works with and hides aliens subgenre buddies want alien buddy movie oscar best makeup saturn award best music saturn award best science fiction film saturn award best supporting actor aliens alien tumey s dvds aliens will smith mel gibson tommy lee jones linda fiorentino rip torn vincent d onofrio adventure tommy lee jones oscar winner aliens sf aliens will smith sequel tommy lee jones will smith foqam aliens aliens tommy lee jones will smith action adventure comedy sci-fi action adventure comedy sci-fi action adventure comedy sci-fi action adventure comedy sci-fi action adventure comedy sci-fi,Men in Black ,action adventure comedy sci-fi,1997
1540,1581,nan,Out to Sea ,comedy,1997
1541,1582,nan,Wild America ,adventure children's,1997
1542,1583,nan,"Simple Wish, A ",children's fantasy,1997
1543,1584,astronomy based on a book inspirational science space alan dad judy mom seth future aliens sf futuristmovies com literary adaptation    bibliothek seen stoner movie outer space aliens boring religion ridiculous slow too long unrealistic spiritual search sci fi seen more than once seen at the cinema adapted from book outer space owned dvd young age classic aliens blunt existentialism jodie foster outer space sci fi vhs jodie foster strong woman existentialism future space jena malone jodie foster space travel clv dvd video beautiful outer space open ending drama sci-fi drama sci-fi drama sci-fi drama sci-fi drama sci-fi,Contact ,drama sci-fi,1997
1544,1585,nan,Love Serenade ,comedy,1996
1545,1586,nudity rear military golden raspberry worst actress ridley scott demi moore military nudity rear military demi moore ridley scott feminism military women action drama war action drama war action drama war action drama war action drama war,G.I. Jane ,action drama war,1997
1546,1587,arnold schwarzenegger adventure muscle arnold action adventure classic fighting barbarian kuningas nudity topless sword and sorcery pulp friday night movie dvd arnold schwarzenegger clearplay r crom conan barbarian arnie s best movie ever action comic book science fiction crap crap simple action brutality boring action classic blood fighting swords fantasy favorites schwarzenegger schwarzenegger action adventure action adventure action adventure action adventure action adventure,Conan the Barbarian ,action adventure,1982
1547,1588,based on a tv show children's comedy children's comedy children's comedy children's comedy children's comedy,George of the Jungle ,children's comedy,1997
1548,1589,ray liotta seen at the cinema can t remember robert de niro sylvester stallone stallone exciting good soundtrack police suspense pretty good action packed drama underrated crime corruption crime drama mystery crime drama mystery crime drama mystery crime drama mystery crime drama mystery,Cop Land ,crime drama mystery,1997
1549,1590,dark sci fi dark scary horror classic black hole nudity topless owned tumey s dvds bloody pwned bloody dark death distorted reality future hallucination hell space straight razor shaving wormhole zero gravity violent slow moving boring space nasty crap dont know sci fi scary as hell action mystery sci-fi thriller action mystery sci-fi thriller action mystery sci-fi thriller action mystery sci-fi thriller action mystery sci-fi thriller,Event Horizon ,action mystery sci-fi thriller,1997
1550,1591,comic book comic book action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller action adventure sci-fi thriller,Spawn ,action adventure sci-fi thriller,1997
1551,1592,nan,Air Bud ,children's comedy,1997
1552,1593,jennifer aniston bibliothek comedy romance comedy romance comedy romance comedy romance comedy romance,Picture Perfect ,comedy romance,1997
1553,1594,misogyny drama drama drama drama drama,In the Company of Men ,drama,1997
1554,1595,animal whale adventure children's drama adventure children's drama adventure children's drama adventure children's drama adventure children's drama,Free Willy 3: The Rescue ,adventure children's drama,1997
1555,1596,nan,Career Girls ,drama,1997
1556,1597,julia roberts mel gibson suprisingly enervating conspiracy    bibliothek seen afternoon section contrived mel gibson julia roberts mel gibson patrick stewart freak mel gibson mel gibson clearplay r mystery gay mel gibson i think there was one really good joke or two if only gibson was depressed enough to be just a little smarter than this thiller thought provoking mel gibson action mystery romance thriller action mystery romance thriller action mystery romance thriller action mystery romance thriller action mystery romance thriller,Conspiracy Theory ,action mystery romance thriller,1997
1557,1598,nan,Desperate Measures ,crime drama thriller,1998
1558,1599,garbage horrible richard roundtree shaquille o neal superman spinoff dc comics action action action action action,Steel ,action,1997
1559,1600,nan,She's So Lovely ,drama romance,1997
1560,1601,nan,Hoodlum ,crime drama film-noir,1997
1561,1602,based on a tv show comedy comedy comedy comedy comedy,Leave It to Beaver ,comedy,1997
1562,1603,guillermo del toro guillermo del toro sci-fi thriller sci-fi thriller sci-fi thriller sci-fi thriller sci-fi thriller,Mimic ,sci-fi thriller,1997
1563,1604,easygoing light members of the press tense unlikely friendships upbeat chris tucker action comedy action comedy action comedy action comedy action comedy,Money Talks ,action comedy,1997
1564,1605,can t remember dvd video hw comedy adventure romance adventure romance adventure romance adventure romance adventure romance,Excess Baggage ,adventure romance,1997
1565,1606,sorbo pulp action adventure action adventure action adventure action adventure action adventure,Kull the Conqueror ,action adventure,1997
1566,1608,incredibly watchable president america porn erlend s dvds aviation flight president us president president harrison ford actionpacked aids us president gary oldman wolfgang petersen flight terrorism aviation flight president usa secret service harrison ford gary oldman harrison ford action thriller action thriller action thriller action thriller action thriller,Air Force One ,action thriller,1997
1567,1609,samuel l jackson drama drama drama drama drama,187 ,drama,1997
1568,1610,based on a book tom clancy u s s blueback u s s enterprise cvn  u s s reuben james seen more than once dad submarine tom clancy cold war action dvd on disc seen more than once action submarine claustrophobic forceful mind games ominous rousing tense can t remember adapted from book author tom clancy katso sanna want based on book cold war oscar best effects sound effects editing us navy jack ryan submarine race against time hungary sean connery sean connery sean connery submarine books clancy submarine tom clancy usa ussr sean connery cia sean connery action mm submarine action submarine netflix instant watching cold war mind games submarine action thriller action thriller action thriller action thriller action thriller,"Hunt for Red October, The ",action thriller,1990
1569,1611,gay shakespeare updated classics coming of age rebellion nudity topless river phoenix gus van sant keanu reeves drama drama drama drama drama,My Own Private Idaho ,drama,1991
1570,1612,nan,"Kiss Me, Guido ",comedy,1997
1571,1613,nan,Star Maps ,drama,1997
1572,1614,nan,In & Out ,comedy,1997
1573,1615,bears nature wilderness adventure thriller adventure thriller adventure thriller adventure thriller adventure thriller,"Edge, The ",adventure thriller,1997
1574,1616,directorial debut futuristmovies com afternoon section seen at the cinema can t remember aleksandr baluyev gary werntz george clooney jim haynie marcel iures nicole kidman randall batinkoff rene medvesek don t remember action thriller war action thriller war action thriller war action thriller war action thriller war,"Peacemaker, The ",action thriller war,1997
1575,1617,want it police film noir conspiracy oscar best supporting actress delights film theory criticism imdb top  crime drama scope noirish guy pearce kevin spacey russell crowe kevin spacey almost favorite eric s dvds nudity topless brief want to see again bfi modern classic ei muista   kevin spacey tumey s dvds get kevin spacey rent russell crowe conspiracy crime russell crowe clearplay r crime kevin spacey russell crowe director of  mile oscar best supporting actress crime film-noir mystery thriller crime film-noir mystery thriller crime film-noir mystery thriller crime film-noir mystery thriller crime film-noir mystery thriller,L.A. Confidential ,crime film-noir mystery thriller,1997
1576,1619,biopic book history mountain climbing wartime brad pitt my dvds brad pitt  colonialism great cinematography brad pitt brad pitt mountain climbing drama war drama war drama war drama war drama war,Seven Years in Tibet ,drama war,1997
1577,1620,based on a book great book okay movie morgan freeman edge of your seat twist ending crime drama thriller crime drama thriller crime drama thriller crime drama thriller crime drama thriller,Kiss the Girls ,crime drama thriller,1997
1578,1621,nan,Soul Food ,drama,1997
1579,1622,nan,Kicked in the Head ,comedy drama,1997
1580,1623,nan,Wishmaster ,horror,1997
1581,1624,hw drama drama drama drama drama drama,"Thousand Acres, A ",drama,1997
1582,1625,cinematographer harris savides twist ending r twist ending action seen it  times twist at end awesome michael douglas twist ending erlend s dvds twist ending mystery twist ending eric s dvds seen at the cinema michael douglas twist ending  david fincher mystery twist ending unrealistic tumey s dvds dvd r psychological twist ending awesome david fincher twist ending twist ending michael douglas psychological twist ending bore empty plot privacy mindfuck mystery thriller mystery thriller mystery thriller mystery thriller mystery thriller,"Game, The ",mystery thriller,1997
1583,1626,pollution steven seagal steven seagal action drama thriller action drama thriller action drama thriller action drama thriller action drama thriller,Fire Down Below ,action drama thriller,1997
1584,1627,notable nudity nudity topless brief seen at the cinema joaquin phoenix oliver stone sean penn my movies based on a book betrayal black comedy infidelity action crime mystery action crime mystery action crime mystery action crime mystery action crime mystery,U Turn ,action crime mystery,1997
1585,1628,less than  ratings drama drama drama drama drama,"Locusts, The ",drama,1997
1586,1629,janeane garofalo comedy romance comedy romance comedy romance comedy romance comedy romance,"MatchMaker, The ",comedy romance,1997
1587,1630,nan,"Lay of the Land, The ",comedy drama,1997
1588,1631,spies thriller thriller thriller thriller thriller,"Assignment, The ",thriller,1997
1589,1632,greg kinnear comedy romance comedy romance comedy romance comedy romance comedy romance,"Smile Like Yours, A ",comedy romance,1997
1590,1633,r drama drama drama drama drama drama,Ulee's Gold ,drama,1997
1591,1635,ang lee moody abe ari knoll best movies ever s to see modern life ang lee bibliothek not seen suburbia ang lee erlend s dvds suburbia austere bleak elegiac extramarital affairs fathers and daughters fathers and sons forces of nature generation gap gloomy innocence lost literate suburban dysfunction understated wintry ang lee dvd tumey s dvds suburbia ang lee first love atmospheric elijah wood tobey maguire hw drama drama drama drama drama drama,"Ice Storm, The ",drama,1997
1592,1636,nan,Stag ,action thriller,1997
1593,1639,kevin smith kevin smith kevin smith sexuality view askew kevin smith funny gay sexy dvd hillarious criterion romantic lesbian love story romantic own gay lesbian seen more than once view askew great dialogue love story sexual identity kevin smith seen more than once can t remember kevin smith romantic sexuality kevin smith lesbian seen more than once kevin smith great movie kevin smith gay lesbian love story sexual identity sexuality kevin smith view askew drama romance drama romance drama romance drama romance drama romance,Chasing Amy ,drama romance,1997
1594,1640,nan,How to Be a Player ,comedy,1997
1595,1641,disco funny humane striptease vhs working class strippers england peter cattaneo rrobert carlyle touching seen at the cinema plot small british community comes together working class stripping stripping working class seen more than once actually funny comedy comedy comedy comedy comedy,"Full Monty, The ",comedy,1997
1596,1642,nan,Indian Summer (a.k.a. Alive & Kicking) ,comedy drama,1996
1597,1643,england queen victoria biographical drama romance drama romance drama romance drama romance drama romance,"Mrs. Brown (Her Majesty, Mrs. Brown) ",drama romance,1997
1598,1644,overshown horror mystery thriller horror mystery thriller horror mystery thriller horror mystery thriller horror mystery thriller,I Know What You Did Last Summer ,horror mystery thriller,1997
1599,1645,lawyers impressive keanu reeves is a homo al pacino keanu reeves lawyers nudity full frontal al pacino keanu reeves nudity full frontal notable seen at the cinema watched  deal with the devil lawyer as protagonist  dvd blaspheme tumey s dvds religion al pacino keanu reeves al pacino crime horror mystery thriller crime horror mystery thriller crime horror mystery thriller crime horror mystery thriller crime horror mystery thriller,"Devil's Advocate, The ",crime horror mystery thriller,1997
1600,1646,oscar best directing comedy comedy comedy comedy comedy,Rocket Man ,comedy,1997
1601,1647,nan,Playing God ,crime thriller,1997
1602,1648,incest black comedy incest mental imbalance dark comedy hw comedy comedy drama thriller comedy drama thriller comedy drama thriller comedy drama thriller comedy drama thriller,"House of Yes, The ",comedy drama thriller,1997
1603,1649,mole rats robots topiary lions moles robots shrubbery documentary documentary documentary documentary documentary,"Fast, Cheap & Out of Control ",documentary,1997
1604,1650,henry james adapted from book author henry james hw drama library vhs drama drama drama drama drama,Washington Square ,drama,1997
1605,1651,nan,Telling Lies in America ,drama,1997
1606,1652,nan,Year of the Horse ,documentary,1997
1607,1653,biology directorial debut dystopia eugenics sci fi uma thurman sci fi sci fi own genetic selection jude law want to own future library to see realistic sci fi interesting pg  interesting on disc sf futuristmovies com    bibliothek seen dystopia boring saturn boring dystopia genetics well plotted dystopia   discrimination dystopic future eugenics space travel flawless homages visual distopia powerful ending sci fi super interesting distopia sci fi get sci fi uma thurman dystopia sci fi natural vs artificial enhancement watch dystopia eugenics dna curse sci fi ethan hawke uma thurman genetic engineering institutions rebellion future genetics dystopia eugenics space travel survellience ethan hawke jude law uma thruman drama sci-fi thriller drama sci-fi thriller drama sci-fi thriller drama sci-fi thriller drama sci-fi thriller,Gattaca ,drama sci-fi thriller,1997
1608,1654,nan,FairyTale: A True Story ,children's drama fantasy,1997
1609,1655,based on a book dean koontz affleck was the bomb in phantoms horror horror horror horror horror,Phantoms ,horror,1998
1610,1656,less than  ratings teen ian mckellen romance romance romance romance romance,Swept from the Sea ,romance,1997
1611,1657,easily confused with other movie s title documentary documentary documentary documentary documentary,Wonderland ,documentary,1997
1612,1658,bibliothek seen more than once tumey s dvds off beat comedy romance thriller romance thriller romance thriller romance thriller romance thriller,"Life Less Ordinary, A ",romance thriller,1997
1613,1659,nan,Hurricane Streets ,drama,1998
1614,1660,recorded nudity topless brief samuel l jackson not corv lib drama drama drama drama drama,Eve's Bayou ,drama,1997
1615,1661,nan,Switchback ,thriller,1997
1616,1662,nan,Gang Related ,crime,1997
1617,1663,bill murray military military bill murray nudity topless notable east germany military nudity topless notable bechdel test fail military military recruits training bill murray comedy comedy comedy comedy comedy,Stripes ,comedy,1981
1618,1664,nan,Nénette et Boni ,drama,1996
1619,1665,terrible based on a tv show based on a tv show english funny funny british comedy english comedy funny enlish weak remake of series comedy comedy comedy comedy comedy,Bean ,comedy,1997
1620,1666,nan,Hugo Pool ,romance,1997
1621,1667,nan,Mad City ,action drama,1997
1622,1668,nan,One Night Stand ,drama,1997
1623,1669,dance romance romance romance romance romance,"Tango Lesson, The ",romance,1997
1624,1670,want to see again drama war drama war drama war drama war drama war,Welcome To Sarajevo ,drama war,1997
1625,1671,nan,Deceiver ,crime,1997
1626,1672,based on a book in netflix queue on computer interesting john grisham exceptional acting law danny devito john grisham matt damon andrew shue claire danes danny devito dean stockwell jon voight mary kay place mickey rourke teresa wright virginia madsen francis ford coppola john grisham typical john grisham drama drama drama drama drama,"Rainmaker, The ",drama,1997
1627,1673,movie business pornography paul thomas anderson who cares dvds s to see full frontal nudity dark comedy drugs ensemble cast scope ensemble cast p t anderson philip seymour hoffman julianne moore erlend s dvds mark wahlberg pt anderson drama homage nudity full frontal notable seen more than once murder fatality plot making adult pornographic films paul thomas anderson porn industry tumey s dvds wired  greatest soundtracks history porno industry philip seymour hoffman classic s pornography s influence dark comedy drama drama drama drama drama,Boogie Nights ,drama,1997
1628,1674,amish amish amish character study ethical awful just awful seen it many times nudity topless notable murder i guess repression does have it s moments after all tumey s dvds harrison ford drama romance thriller drama romance thriller drama romance thriller drama romance thriller drama romance thriller,Witness ,drama romance thriller,1985
1629,1675,less than  ratings crime thriller crime thriller crime thriller crime thriller crime thriller,Incognito ,crime thriller,1997
1630,1676,based on a book military robert heinlein space satire futuristmovies com paul verhoeven aliens erlend s dvds future bugs future space biting campy deadpan irreverent menacing sweeping witty space aliens robert heinlein space nudity topless alien invasion seen at the cinema adapted from book author robert heinlein hilarious repetitive satire future space aliens heinlein hilarious stark so bad it s good satire satire paul verhoeven aliens battles futuristic satire space satire aliens battles bugs nudity topless satire space aliens based on a book deadpan fascism heinlein over the top space aliens bug hunt bugs would you like to know more action adventure sci-fi war action adventure sci-fi war action adventure sci-fi war action adventure sci-fi war action adventure sci-fi war,Starship Troopers ,action adventure sci-fi war,1997
1631,1677,based on a book black comedy euthanasia hospital insurance comedy comedy comedy comedy comedy,Critical Care ,comedy,1997
1632,1678,based on a book chinese based on a book based on book culture adapted from book drama drama drama drama drama,"Joy Luck Club, The ",drama,1993
1633,1679,imdb bottom  comedy comedy comedy comedy comedy,Chairman of the Board ,comedy,1998
1634,1680,seen more than once alternate universe nonlinear nonlinear alternate universe british great concept alternate universe great concept nonlinear alternate universe alternate universe chick flick co production hypertextual london male female relationship nonlinear r r language r sexuality subway great concept hypertextual alternate universe british great concept british chick flick remake british drama romance drama romance drama romance drama romance drama romance,Sliding Doors ,drama romance,1998
1635,1681,martial arts adapted from game computer game video game connection adapted from game video game adaptation video game connection video game adaptation bad cgi video game adaptation action adventure action adventure action adventure action adventure action adventure,Mortal Kombat: Annihilation ,action adventure,1997
1636,1682,seen more than once capra esque ohsoso own tv acting actor s life advertising brief encounters constitution of individuality and identity dark comedy facades forbidden love freedom husband wife relationship insularity island loss phobias product placement social commentary social control strong director strong story surveillance television show tv show twins television andrew niccol pg tv jim carrey peter weir drama jim carrey jim carrey very interesting life in general jim carrey jim carrey peter weir cerebral dreamlike fanciful innocence lost melancholy poignant stylized voyeurs witty well plotted owned dark comedy paranoia social commentary want to see again seen at the cinema reality tv see also the truman show  reality tv saturn award best fantasy film saturn award best writing small town tv facebook rec held captive utopia jim carrey television get great movie tragedy tv reality television television industry jim carrey cerebral reality tv surreal panos jim carry on a sailing boat dystopia identity reality tv simulated reality slavery television tv voyeurism jim carrey fantasy jim carrey philosophy reality tv smalltown director overseeing in sky and moon cerebral original plot poignant drama drama drama drama drama,"Truman Show, The ",drama,1998
1637,1683,henry james henry james nudity topless notable helena bonham carter oscar nomination role drama romance thriller drama romance thriller drama romance thriller drama romance thriller drama romance thriller,"Wings of the Dove, The ",drama romance thriller,1997
1638,1684,see the hours virginia woolf adapted from book author virginia woolf hw drama library vhs romance romance romance romance romance,Mrs. Dalloway ,romance,1997
1639,1685,jude law want to own jewish identity romance romance romance romance romance,"I Love You, I Love You Not ",romance,1996
1640,1686,bradley whitford byron mann ling bai peter donat richard gere robert stanton crime thriller crime thriller crime thriller crime thriller crime thriller,Red Corner ,crime thriller,1997
1641,1687,bruce willis bruce willis action thriller action thriller action thriller action thriller action thriller,"Jackal, The ",action thriller,1997
1642,1688,christopher lloyd meg ryan villain nonexistent or not needed for good story bearable disney russia classic animation disney animated feature disney animated feature children cartoon cute movie animation children's musical animation children's musical animation children's musical animation children's musical animation children's musical,Anastasia ,animation children's musical,1997
1643,1689,nan,"Man Who Knew Too Little, The ",comedy mystery,1997
1644,1690,not bad sequel jeunet action horror sci fi slash alien series action horror sci fi who cares dvds bibliothek erlend s dvds owned eric s dvds dvd dystopia no women dystopic future tumey s dvds aliens sci fi dark franchise dvd video sci fi sci fi space cool alien aliens horror space sci fi dark sci fi action horror sci-fi action horror sci-fi action horror sci-fi action horror sci-fi action horror sci-fi,Alien: Resurrection ,action horror sci-fi,1997
1645,1692,nan,Alien Escape ,horror sci-fi,1995
1646,1693,boring erlend s dvds owned want to see again adventure morgan freeman slavery slavery united states my movies drama hollywood drama slavery drama drama drama drama drama,Amistad ,drama,1997
1647,1694,absolutely awsome great actor pentecostal duvall is superb drama revival religion dvd video df drama drama drama drama drama,"Apostle, The ",drama,1997
1648,1695,period drama art period period art period drama drama drama drama drama drama,Artemisia ,drama,1997
1649,1696,gay ian mckellen drama war drama war drama war drama war drama war,Bent ,drama war,1997
1650,1697,nan,"Big Bang Theory, The ",crime,1994
1651,1698,nan,"Boys, Les ",comedy,1997
1652,1699,madness chilly creepy disturbing fathers and sons kids in trouble mental illness mothers and sons quirky tense underrated drama drama drama drama drama,"Butcher Boy, The ",drama,1998
1653,1701,woody allen dvd video comedy drama comedy drama comedy drama comedy drama comedy drama,Deconstructing Harry ,comedy drama,1997
1654,1702,robin williams absent minded professor robin williams children's comedy fantasy children's comedy fantasy children's comedy fantasy children's comedy fantasy children's comedy fantasy,Flubber ,children's comedy fantasy,1997
1655,1703,nan,For Richer or Poorer ,comedy,1997
1656,1704,college school drama matt damon matt damon written by thoughtful want it psychology genius math ben affleck matt damon minnie driver robin williams owned genius oscar best supporting actor matt damon my dvds need to see robin williams ben affleck written by gus van sant matt damon written by robin williams academia own subscription ben affleck matt damon robin williams seen more than once great screenplays owned psychology seen more than once great screenplays ben affleck matt damon robin williams oscar screenplay psychiatrist as protagonist   genius genius genius math mathematics robin williams good romantic comedies gus van sant psychology genius mathematics university robin williams matt damon clearplay r my movies matt damon mathematics psychology matt damon robin williams boston robin williams oscar best supporting actor drama drama drama drama drama,Good Will Hunting ,drama,1997
1657,1705,nan,Guy ,drama,1996
1658,1706,nan,Harlem River Drive ,drama,1996
1659,1707,no rec horrible sequel okay children's comedy children's comedy children's comedy children's comedy children's comedy,Home Alone 3 ,children's comedy,1997
1660,1708,nan,Ill Gotten Gains ,drama,1997
1661,1709,nan,Legal Deceit ,thriller,1997
1662,1710,nan,Man of Her Dreams ,drama,1996
1663,1711,good adaptation of the book divx great cast jude law want to own savannah adapted from book kevin spacey irma p hall jack thompson john cusack comedy crime drama mystery comedy crime drama mystery comedy crime drama mystery comedy crime drama mystery comedy crime drama mystery,Midnight in the Garden of Good and Evil ,comedy crime drama mystery,1997
1664,1713,directorial debut cinematographer phedon papamichael violent children's comedy children's comedy children's comedy children's comedy children's comedy,Mouse Hunt ,children's comedy,1997
1665,1714,nan,Never Met Picasso ,romance,1996
1666,1715,nan,Office Killer ,thriller,1997
1667,1716,nan,"Other Voices, Other Rooms ",drama,1997
1668,1717,horror scream  crap horrible self aware sequel slasher spoof bullshit seen at the cinema parody school lousy story great movie unknown calls bad ok horror slasher teen movie ewww parody comedy crap horror horror bad movies rubbish horror thriller horror thriller horror thriller horror thriller horror thriller,Scream 2 ,horror thriller,1997
1669,1718,nan,Stranger in the House ,thriller,1997
1670,1719,based on a book small town kate canada death meditative need to own nudity full frontal canada incest bleak elegiac enigmatic lyrical meditative wintry nudity full frontal ghosts afterlife incest incest incest need to own drama drama drama drama drama,"Sweet Hereafter, The ",drama,1997
1671,1720,nan,Time Tracers ,action adventure sci-fi,1995
