movie_id,title,genres,year,imdb_rating,imdb_num_votes,is_adult,runtime_minutes,budget,original_language,overview,popularity,revenue,tagline,tmdb_vote_count,tmdb_vote_avg
1833,mercury rising,action drama thriller,1998,6,73031,0,111,60000000,en,"Renegade FBI agent Art Jeffries protects a nine-year-old autistic boy who has cracked the government's new ""unbreakable"" code.",21,93107289,Someone knows too much.,1208,6
1834,"spanish prisoner, the",drama thriller,1997,7,24304,0,110,10000000,en,An inventor of a secret process suddenly finds himself alone as both his friends and the corporation he works for turn against him.,8,13835130,It's the oldest con in the book.,201,6
1835,city of angels,romance,1998,6,118857,0,114,55000000,en,"When guardian angel Seth - who invisibly watches over the citizens of Los Angeles - becomes captivated by Maggie, a strong-willed heart surgeon, he ponders trading in his pure, otherworldly existence for a mortal life with his beloved. The couple embarks on a tender but forbidden romance spanning heaven and Earth.",20,198685114,She didn't believe in angels until she fell in love with one.,1714,6
1836,"last days of disco, the",drama,1998,6,13171,0,113,8000000,en,Two young women and their friends spend spare time at an exclusive nightclub in 1980s New York.,7,3020601,History is made at night,139,6
1837,"odd couple ii, the",comedy,1998,6,9929,0,97,0,en,"Brucey, the son of Oscar, calls his father to invite him to his wedding to Felix's daughter next Sunday in California. Oscar and Felix meet again at Los Angeles International Airport and rent a car in order to go to San Malina for the wedding.",8,18912328,Some arguments stand the test of time,94,6
1839,my giant,comedy,1998,5,6857,0,103,0,en,"Sammy, an agitated agent lost in the forest of the modern world, happens upon a gentle giant with a tall talent for friendship named Max.",9,7985929,A comedy of incredible proportions.,78,5
1840,he got game,drama,1998,6,47343,0,136,25000000,en,A basketball player's father must try to convince him to go to a college so he can get a shorter prison sentence.,12,21567853,"The father, the son and the holy game.",535,6
1841,"gingerbread man, the",drama thriller,1998,5,11101,0,114,25000000,en,"Savannah lawyer Rick Magruder is at a party celebrating his courtroom victory defending a cop killer when a member of the catering staff, Mallory Doss, discovers her car has been stolen. Having had a few drinks, Magruder offers to give her a lift home, a decision that turns into a one night stand. Rick soon learns that her nut-case father, Dixon, seems to have begun threatening her again. Rick puts the force of his law firm behind Mallory, who he barely knows, has Dixon picked up by the police, and subpoenas the girl's belligerent ex-husband, Pete, to testify against the old man. Dixon is put away in an asylum. However, he soon escapes, putting the lives of everyone who conspired against him in jeopardy.",7,1677131,,113,5
1842,illtown,crime drama,1996,5,463,0,103,0,en,"Dante and his girlfrend Micky run a very profitable drug operation in a seaside town, aided and abetted by a host of teens who sell the smack at discos around town, as well as by Lucas, a corrupt cop who's on the take. Their downfall comes when they suspect one of the boys, Pep, of ripping them off, and his accidental death causes disloyalty among the teens, who suspect Dante offed them. All of this is perfect for the return of Gabriel, a one-time partner of Dante, who has just been released from jail, and has an almost angelic demeanor and the certainty that he can fix everyone's lives.",2,0,,1,5
1843,slappy and the stinkers,children's comedy,1998,5,1232,0,78,0,en,"Five 2nd-grade kids who don't follow strict rules by their school principal Brinway are dubbed ""Stinkers"" by him. On the class visit to an aquarium the Stinkers decide that a sea lion called Slappy doesn't feel too good there, ""free"" him, and plant him into Brinway's hot-tub.",5,80837,Five Kids. One Sea-Lion. No Rules.,28,5
1844,live flesh,drama,1997,7,30726,0,103,0,es,A scorned ex-convict forces himself into the lives of the couple who put him behind bars.,13,1535558,"Life, love, desire... and everything in between.",491,7
1845,zero effect,comedy thriller,1998,6,14405,0,116,5000000,en,"Daryl Zero is a private investigator and—along with his assistant, Steve Arlo—he solves impossible crimes and puzzles. Although Daryl's  a master investigator, when he's not working he doesn't know what to do with himself. He has no social skills, writes bad music and drives Steve crazy.",8,1980338,The world's most private detective.,135,6
1846,nil by mouth,drama,1997,7,9086,0,128,9000000,en,"The family of Raymond, his wife Val and her brother Billy live in working-class London district. Also in their family is Val and Billy's mother Janet and grandmother Kath. Billy is a drug addict and Raymond kicks him out of the house, making him live on his own. Raymond is generally a rough and even violent person, and that leads to problems in the life of the family.",5,0,,89,7
1847,ratchet,drama thriller,1996,4,133,0,114,20000000,en,"When the galaxy comes under the threat of a nefarious space captain, a mechanic and his newfound robot ally join an elite squad of combatants to save the universe.",16,8821329,Ready to kick some asteroid!,515,5
1848,"borrowers, the",adventure children's comedy fantasy,1997,5,22207,0,89,29000000,en,"The four-inch-tall Clock family secretly share a house with the normal-sized Lender family, ""borrowing"" such items as thread, safety pins, batteries and scraps of food. However, their peaceful co-existence is disturbed when evil lawyer Ocious P. Potter steals the will granting title to the house, which he plans to demolish in order to build apartments. The Lenders are forced to move, and the Clocks face the risk of being exposed to the normal-sized world.",15,0,Little People. Big Trouble. Lots of fun.,383,6
1849,prince valiant,adventure,1997,5,2175,0,91,0,en,"An Arthurian legend of young Prince Valiant, son of the King of Scandia. After the King is exiled by an evil leader, the Prince travels to Camelot to secure the aid of King Arthur in helping restore his family to power and prevent a plot by the Black Knight.",7,0,"He who holds the sword, rules the world.",50,5
1850,"i love you, don't touch me!",drama romance,1998,5,493,0,86,0,fr,"When it comes to relationships, the ""First Law of the Jungle"" prevails: You have to kiss a lot of frogs before finding a prince! Katie is just your average hopeless romantic searching for the ideal man in the vast no man's land of Los Angeles. When Katie rejects her smitten best friend Ben and instead falls for Richard, a sexy and sophisticated composer, she thinks she's finally found the romance of her life. But Katie is about to discover that ""Mr. Perfect"" isn't necessarily ""Mr. Right,"" and that, sometimes, a frog is really a prince in disguise!",2,0,Just Your Typical Boy-Loves-Girl-Who-Doesn't-Love-Boy-Till-He-Loves-Other-Girl Story,4,6
1851,leather jacket love story,drama romance,1997,6,467,0,85,67000,en,"Kyle is 18, an aspiring poet hoping to find inspiration by moving to the arty Silver Lake neighborhood of LA, and maybe love too. On day one, he finds a funky coffee shop, where he hopes to do some writing, but instead meets an older hunk.",2,0,A Twink Meets Hunk Romance,7,5
1852,love walked in,drama thriller,1998,5,415,0,95,0,en,Two romantically involved down-and-out lounge singers get involved in a caper.,1,0,,2,4
1853,"alan smithee film: burn hollywood burn, an",comedy,1997,3,3601,0,86,10000000,en,"Filmmaker Alan Smithee finds himself the unwilling puppet of a potentially bad, big budget action film which he proceeds to steal the reels and leave the cast and crew in a frenzy.",2,45779,,26,4
1854,kissing a fool,comedy romance,1998,5,5277,0,93,0,en,"An egotistical television personality enlists the assistance of his best friend in putting the fidelity of his fiancé to the test in this amiable comedy of the sexes. Told in flashback, the film takes a familiar love-triangle scenario and gives it a bitter twist. With a bride who seems too good for either suitor, the film is sustained by one question - who will she choose?",8,0,May the best man win.,51,5
1855,krippendorf's tribe,comedy,1998,5,5507,0,94,0,en,"After squandering his grant money, despondent and recently widowed anthropologist James Krippendorf must produce hard evidence of the existence of a heretofore undiscovered New Guinea tribe. Grass skirts, makeup, and staged rituals transform his three troubled children into the Shelmikedmu, a primitive culture whose habits enthrall scholars. But when a spiteful rival threatens to blow the whistle on Krippendorf's ruse, he gets into the act as well.",9,0,He's discovered the wildest tribe in his own backyard!,68,4
1856,kurt & courtney,documentary musical,1998,6,7154,0,95,0,en,"After rocker Kurt Cobain's death, ruled a suicide, a film crew arrives in Seattle to make a documentary. Director Nick Broomfield talks to lots of people. Portraits emerge: a shy, slight Kurt, weary of touring, embarrassed by fame, hooked on heroin; an out-going Courtney, dramatic, controlling, moving from groupie to star.",6,890324,,96,6
1857,"real blonde, the",comedy,1997,6,4127,0,105,0,en,"An aspiring actor and his girlfriend handle life's frustrations, while his friend seeks fulfillment with a blonde.",4,83488,What you see isn't always what you get.,37,5
1858,mr. nice guy,action comedy,1997,6,26846,0,101,0,da,,2,0,,1,7
1859,taste of cherry,drama,1997,7,29187,0,95,0,fa,"A middle-aged Tehranian man, Mr. Badii is intent on killing himself and seeks someone to bury him after his demise. Driving around the city, the seemingly well-to-do Badii meets with numerous people, including a Muslim student, asking them to take on the job, but initially he has little luck. Eventually, Badii finds a man who is up for the task because he needs the money, but his new associate soon tries to talk him out of committing suicide.",11,0,The end of the road.,343,7
1860,character (karakter),drama,1997,7,10818,0,122,0,en,"Actor Mark Metcalf made his reputation in Hollywood playing aggrieved authority figures. Now in his 70s, he takes a look back on his career in this meditation on power, privilege, and the perils of being a ""type.""",0,0,,0,0
1861,junk mail,comedy thriller,1997,6,2068,0,83,0,nb,"Dimwitted, somewhat misanthropic Oslo mail carrier Roy's quiet life changes dramatically on the day he steals a set of keys and lets himself into the apartment of a deaf woman who seems to be in trouble with a psychotic criminal. Though he doesn't know it at the time, his and her fate are about to intertwine and this is not going to be to his benefit.",1,0,Sometimes adventure comes in the least likely package,17,6
1862,species ii,horror sci-fi,1998,4,29026,0,93,35000000,en,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",27,19165560,Mating season begins...,504,5
1863,major league: back to the minors,comedy,1998,4,7585,0,100,0,en,At the behest of Roger Dorn -- the Minnesota Twins' silver-tongued new owner -- washed-up minor league hurler Gus Cantrell steps up to the plate to take over as skipper of the club's hapless farm team. But little does he know that Dorn has an ulterior motive to generate publicity with a grudge match between the big leaguers and their ragtag Triple A affiliate.,9,3572443,They're just nine players short of a dream team.,76,4
1864,sour grapes,comedy,1998,5,2897,0,91,0,en,"Controversy erupts when an unassuming young man floods the American wine market with fake vintages valued in the millions, bamboozling the wine world elite, in this humorous and suspenseful tale of an ingenious con on the eve of the 2008 stock market crash.",5,0,True Story - Fake Wine,65,7
1865,wild man blues,documentary,1998,6,2217,0,105,0,en,"Wild Man Blues is a 1998 documentary film directed by Barbara Kopple, about the musical avocation of actor/director/comic Woody Allen. The film takes its name from a jazz composition sometimes attributed to Jelly Roll Morton and sometimes to Louis Armstrong and recorded by both (among others). Allen's love of early 20th century New Orleans music is depicted through his 1996 tour of Europe with his New Orleans Jazz Band. Allen has played clarinet with this band for over 25 years. Although Allen's European tour is the film's primary focus, it was also notable as the first major public showcase for Allen's relationship with Soon-Yi Previn.",2,425788,,26,6
1866,"big hit, the",action comedy,1998,6,29810,0,91,13000000,en,"Affable hit man Melvin Smiley is constantly being scammed by his cutthroat colleagues in the life-ending business. So, when he and his fellow assassins kidnap the daughter of an electronics mogul, it's naturally Melvin who takes the fall when their prime score turns sour. That's because the girl is the goddaughter of the gang's ruthless crime boss. But, even while dodging bullets, Melvin has to keep his real job secret from his unsuspecting fiancée, Pam.",13,27007143,Nothing's more dangerous than some nice guys... with a little time to kill.,319,5
1867,tarzan and the lost city,action adventure,1998,3,2234,0,83,0,en,Tarzan returns to his homeland of Africa to save his home from destruction.,7,0,,26,4
1868,"truce, the",drama war,1996,6,1715,0,125,0,en,"Butch convinces Tom and Jerry that there's no reason to fight and they should all sign a peace treaty. Tom and Butch even rescue their pals from a fellow cat and dog. But then a steak falls off a truck and the boys can't decide how to divvy it up, ultimately losing it completely, and the truce is off.",3,0,,24,7
1869,black dog,action thriller,1998,5,9153,0,89,30000000,en,An ex-con takes a job driving a truck cross country. What he doesn't know is that the truck is filled with illegal weapons and now he must fight to survive and save his family.,12,12951088,The rules of the road are simple. Don't turn back.,177,6
1870,"dancer, texas pop. 81",comedy drama,1998,6,2510,0,97,0,en,"Four guys, best friends, have grown up together in DANCER, TEXAS POP. 81, a tiny town in West Texas. Years ago, they made a solemn vow to leave town together as soon as they graduate. Now, it's that weekend and the time has come to ""put up or shut up."" The clock is ticking and as all 81 people in the town watch, comment, offer advice and place bets, these four very different boys with unique backgrounds struggle with the biggest decision of their lives... whether to stay or leave home.",2,565592,in the middle of nowhere they had everything,6,6
1871,"friend of the deceased, a",comedy drama,1997,6,346,0,100,0,ru,"Tolla is an unemployed translator whose wife is leaving him. Despondent and weak, he submits to the suggestion of an acquaintance to have a contract placed on the man that his wife is seeing. Instead, however, he arranges for the hit to be placed on himself. Before the contract is executed, he develops a relationship with a prostitute, and then changes his mind. In order to survive he takes the obvious course of action, which turns out to have possibly been unnecessary, and then he must deal with the guilt.",1,0,,5,5
1872,go now,drama,1995,7,1184,0,81,0,en,"Nick, is a young Scottish soccer player living in the big city. He meets Karen, and the two fall in love and move in together. Soon after, Nick exhibits signs of serious illness. As his body slowly succumbs to multiple sclerosis, he experiences a wide sweep of jagged emotions, and in the process gives himself and those who love him the strength to carry on.",1,0,,14,6
1873,"misérables, les",drama,1998,7,1727,0,150,0,fr,"Inspired by the 2005 riots in Paris, Stéphane, a recent transplant to the impoverished suburb of Montfermeil, joins the local anti-crime squad. Working alongside his unscrupulous colleagues Chris and Gwada, Stéphane struggles to maintain order amidst the mounting tensions between local gangs. When an arrest turns unexpectedly violent, the three officers must reckon with the aftermath and keep the neighborhood from spiraling out of control.",32,0,,1151,7
1874,still breathing,comedy romance,1997,6,2678,0,109,0,en,"Two lost souls: she a con-artist in L.A.; he a puppeteer in San Antonio have the same dream linking each with the other. He travels to L.A. to find this woman he has become obsessed with. She resists, afraid of his kooky ideas until she travels with him to San Antonio and meets his wise grandmother. Story of two disparate people linked by ""fate"" gets increasingly interesting as it rolls along.",3,0,"True love, midnight visions and stacking rocks. OR  The love of a lifetime can begin with a dream",19,6
1875,clockwatchers,comedy,1997,6,5529,0,96,0,en,"The relationship between four female temps all working for the same credit company is threatened with the arrival of a new hire, who lands a permanent position one of the women was vying for.",5,537948,Waiting for your life to change... can be a full time job.,41,6
1876,deep impact,action drama sci-fi thriller,1998,6,175030,0,120,75000000,en,"A seven-mile-wide space rock is hurtling toward Earth, threatening to obliterate the planet. Now, it's up to the president of the United States to save the world. He appoints a tough-as-nails veteran astronaut to lead a joint American-Russian crew into space to destroy the comet before impact. Meanwhile, an enterprising reporter uses her smarts to uncover the scoop of the century.",28,349464664,Oceans Rise. Cities Fall. Hope survives.,2343,6
1877,little men,drama,1998,6,557,0,98,0,en,"Jake is a quiet, sensitive middle schooler with dreams of being an artist. He meets the affably brash Tony at his grandfather's funeral, and the unlikely pair soon hit it off. The budding friendship is put at risk, however, when a rent dispute between Jake's father, Brian, and Tony's mother, Leonor, threatens to become contentious.",7,0,Be on each other's side.,120,6
1878,woo,comedy romance,1998,4,2081,0,84,13000000,en,"Woo is a woman in control of her world. She is smart, self-confident, sophisticated and snarky. And she doesn't have any trouble attracting members of the opposite sex. But for some reason no one ever sticks around. Woo meets Tim, a paralegal who is her complete opposite. They shouldn't click. However, Woo and Tim begin to bond when a series of weird and stressful calamities hits them while they are on their first date.",8,8026971,It's Woo's world.. we're just living in it.,29,4
1879,"hanging garden, the",drama,1997,6,2964,0,91,0,en,"William, a once obese and troubled teen, goes back to his family's home after being gone, without word, for ten years and finds it (and his family) haunted with his past. He had moved to the city and become a fit, well-adjusted gay man, but during his visit home, he becomes unhinged as the newly remembered reasons for his miserable adolescence come to life in each of their presents.",3,0,,23,6
1880,lawn dogs,drama,1997,7,8022,0,101,7000000,en,"In the affluent, gated community of Camelot Gardens, bored wives indiscriminately sleep around while their unwitting husbands try desperately to climb the social ladder. Trent, a 21-year-old outsider who mows the neighborhood lawns, quietly observes the infidelities and hypocrisies of this overly privileged society. When Devon, a 10-year-old daughter from one family, forges a friendship with Trent, things suddenly get very complicated.",8,106404,Innocence is a dangerous friend.,70,7
1881,quest for camelot,adventure animation children's fantasy,1998,6,16315,0,86,40000000,en,"During the times of King Arthur, Kayley is a brave girl who dreams of following her late father as a Knight of the Round Table. The evil Ruber wants to invade Camelot and take the throne of King Arthur, and Kayley has to stop him.",34,38172500,An evil knight gives nobility a bad name.,655,6
1882,godzilla,action sci-fi,1998,5,190808,0,139,200000000,en,"In a time when monsters walk the Earth, humanity’s fight for its future sets Godzilla and Kong on a collision course that will see the two most powerful forces of nature on the planet collide in a spectacular battle for the ages.",260,467863133,One Will Fall,7702,7
1883,bulworth,comedy,1998,6,25988,0,108,30000000,en,A suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture.,10,29202884,Brace yourself. This politician is about to tell the truth!,179,6
1884,fear and loathing in las vegas,comedy drama,1998,7,273924,0,118,18500000,en,"Raoul Duke and his attorney Dr. Gonzo drive a red convertible across the Mojave desert to Las Vegas with a suitcase full of drugs to cover a motorcycle race. As their consumption of drugs increases at an alarming rate, the stoned duo trash their hotel room and fear legal repercussions. Duke begins to drive back to L.A., but after an odd run-in with a cop, he returns to Sin City and continues his wild drug binge.",23,10680275,"Buy the ticket, take the ride",3663,7
1885,"opposite of sex, the",comedy drama,1998,6,20982,0,105,5000000,en,"A 16-year-old girl visits her gay half-brother and ends up seducing his boyfriend, thus wreaking havoc on all of their lives.",11,5879254,"You'll laugh, you'll cry, you'll be offended",159,6
1886,i got the hook up,comedy,1998,4,2263,0,93,0,en,"Two broke buddies feel lucky when they come upon a truckload of cellular phones and begin selling them out of the back of their van. Trouble arises though, when the phones develop faults. The two friends then not only have to deal with unsatisfied customers but also the FBI.",3,0,A truckload of cell phones... turns into a boatload of cash!,25,5
1887,almost heroes,adventure comedy,1998,5,16423,0,90,30000000,en,"Two hapless explorers lead an ill-fated 1804 expedition through the Pacific Northwest in a hopeless, doomed effort to reach the Pacific Ocean before Lewis and Clark.",10,6100000,Almost History... Almost Legends... Mostly Ridiculous.,136,5
1888,hope floats,comedy drama romance,1998,6,26938,0,114,30000000,en,"Birdee Pruitt has been humiliated on live television by her best friend, Connie, who's been sleeping with Birdee's husband, Bill. Birdee tries starting over with her daughter, Bernice, by returning to her small Texas hometown, but she's faced with petty old acquaintances who are thrilled to see Birdee unhappy -- except for her friend Justin. As he helps Birdee get back on her feet, love begins to blossom.",12,81471882,"When life fell apart, love fell into place.",333,6
1889,insomnia,thriller,1997,7,14087,0,96,46000000,en,Two Los Angeles homicide detectives are dispatched to a northern town where the sun doesn't set to investigate the methodical murder of a local teen.,21,113714830,A tough cop. A brilliant killer. An unspeakable crime.,3682,6
1890,little boy blue,drama,1997,6,2120,0,105,0,en,"Living in rural Texas is a dysfunctional family: an abusive dad, a Vietnam vet with a war wound that's left him impotent; a compliant wife and a son of about 20, two small sons who look a lot like their brother. The dad harbors a secret, and he goes to murderous lengths to keep it hidden. The young man, Jimmy, who has suspicions, but little comes out until a Yankee woman comes to town.",6,0,,30,6
1891,"ugly, the",horror thriller,1997,6,3002,0,93,38000000,en,"A romantically challenged morning show producer is reluctantly embroiled in a series of outrageous tests by her chauvinistic correspondent to prove his theories on relationships and help her find love. His clever ploys, however, lead to an unexpected result.",46,321682600,The battle of the sexes is on.,2943,6
1892,"perfect murder, a",mystery thriller,1998,6,84072,0,107,0,en,About the infamous murder of six year old child beauty pageant contestant JonBenét Ramsey and the hysterical media coverage that made the investigation even more difficult.,1,0,,8,6
1893,beyond silence,drama,1996,7,4323,0,109,0,en,This Oscar-nominated film shows Gallaudet University in Washington D.C. near its 100th year as the only school of higher learning for the deaf and extreme hard of hearing.,0,0,,3,5
1894,six days seven nights,adventure comedy romance,1998,5,76220,0,102,70000000,en,"When Quinn, a grouchy pilot living the good life in the South Pacific, agrees to transfer a savvy fashion editor, Robin, to Tahiti, he ends up stranded on a deserted island with her after their plane crashes. The pair avoid each other at first, until they're forced to team up to escape from the island -- and some pirates who want their heads.",22,164839294,"After this week in paradise, they’re going to need a vacation.",1104,6
1895,can't hardly wait,comedy drama romance,1998,6,49404,0,100,10000000,en,"It's graduation day at Huntington Hills High, and you know what that means - time to party. And not just any party, either. This one will be a night to remember, as the nerds become studs, the jocks are humiliated, and freshman crushes blossom into grown-up romance.",11,25605015,Yesterday's history.  Tomorrow's the future.  Tonight's the party.,404,6
1896,cousin bette,comedy,1998,6,2678,0,108,0,en,"Cousin Bette is a poor and lonely seamstress, who, after the death of her prominent and wealthy sister, tries to ingratiate herself into lives of her brother-in-law, Baron Hulot, and her niece, Hortense Hulot. Failing to do so, she instead finds solace and company in a handsome young sculptor she saves from starvation. But the aspiring artist soon finds love in the arms of another woman, Hortense, leaving Bette a bitter spinster. Bette plots to take revenge on the family who turned her away and stole her only love. With the help of famed courtesan Jenny Cadine she slowly destroys the lives of those who have scorned her.",5,0,"Who knew deception, treachery and revenge could be this much fun...",32,5
1897,high art,drama romance,1998,6,10469,0,101,0,en,"A young female intern at a small magazine company becomes involved with a drug-addicted lesbian photographer, both of whom seek to exploit each other for their respective careers, while slowly falling in love with each other.",10,1929168,"a story of ambition, sacrifice, seduction and other career moves.",99,6
1898,"land girls, the",drama war,1998,6,2024,0,111,0,en,"During World War II, the organisation ""The Women's Land Army"" recruited women to work on British farms while the men were off to war. Three such ""land girls"" of different social backgrounds - quiet Stella, young hairdresser Prue, and Cambridge graduate Ag - become best friends in spite of their different backgrounds.",4,0,The story of three young women and the events that would change their lives... The friendships that would stay with them forever... and the loves that would change their hearts.,12,5
1899,passion in the desert,adventure drama,1998,6,857,0,91,0,en,"Young French officer Augustin Robert escorts artist Jean-Michel Venture de Paradis to Egypt during Napoleon's Egyptian campaign. Napoleon sent de Paradis to record Egypt's great monuments and temples that are destroyed by French soldiers in acts of barbarism. During combat, Augustin and Jean-Michel are separated from their regiment, and they start wandering through the desert fighting for their life. In one of the canyons Augustin meets a leopard he names Simoom and a strange bond between them appears.",1,0,"What nature divides, the spirit unites.",9,5
1900,"children of heaven, the (bacheha-ye aseman)",drama,1997,8,72771,0,89,180000,fa,"Zohre's shoes are gone; her older brother Ali lost them. They are poor, there are no shoes for Zohre until they come up with an idea: they will share one pair of shoes, Ali's. School awaits...",26,925402,A Little Secret... Their Biggest Adventure!,438,7
1901,dear jesse,documentary,1997,7,155,0,82,0,en,"In 1996, at age 30, native son Tim Kirkman returns to North Carolina to explore the parallels and differences between himself and Jesse Helms: they're from the same town and college, with media interests, from families blessed by adoptions, Baptists by upbringing.",0,0,,4,4
1902,dream for an insomniac,drama romance,1996,6,2752,0,90,0,en,"A girl with insomnia who works in a coffee house has impossibly high standards for her love and fears she will never meet a worthy man. Then in walks a new employee and they click - until she discovers he has a girlfriend. Undaunted, she moves to L.A. with a friend sure that he will dump the girlfriend and follow her. She puts all her faith in fate and hopes for the best.",4,24,A dreamer who couldn't sleep. An author who couldn't write. A friend who couldn't help but help.,29,5
1903,hav plenty,comedy,1997,6,1053,0,92,0,en,"Lee Plenty is an almost broke would-be novelist and Havilland Savage is rich and very beautiful woman and his friend. When she invites him to her home for New Year's Eve, they start to build up a romance.",1,0,,6,7
1904,henry fool,comedy drama,1997,7,7241,0,137,0,en,An egocentric bum transforms the lives of a shy New Jersey garbageman and his sister.,7,1334786,An honest man is always in trouble...,65,6
1905,marie baie des anges,drama,1997,6,590,0,90,0,fr,"A random montage of disturbing images tell a story about one summer in the lives of two teenagers who somehow find love within each other, Orso and Marie. After they realize this, they run off to a hidden island off the coast of France where they can not be bothered until Orso's hunger for danger and crime become too much for him, forcing him to return to his normal life...",1,0,A story of haunted youth.,8,5
1906,mr. jealousy,comedy romance,1997,6,2316,0,103,0,en,"After his first date at age 15 ended with the girl making out with another man at a party, aspiring writer Lester Grimm has treated all his girlfriends with jealousy and suspicion. While dating Ramona Ray, paranoia gets the best of him when he discovers that her most recent ex is successful novelist Dashiell Frank. Lester begins attending the same group therapy sessions as Dashiell to learn about Ramona's past with him.",4,0,,27,5
1907,mulan,animation children's,1998,7,276774,0,88,200000000,en,"When the Emperor of China issues a decree that one man per family must serve in the Imperial Chinese Army to defend the country from Huns, Hua Mulan, the eldest daughter of an honored warrior, steps in to take the place of her ailing father. She is spirited, determined and quick on her feet. Disguised as a man by the name of Hua Jun, she is tested every step of the way and must harness her innermost strength and embrace her true potential.",161,66800000,,5542,7
1908,resurrection man,drama thriller,1998,5,806,0,102,0,en,"Belfast, in 1970s. Victor Kelly is a young protestant man who hates the Catholics so much that one night he begins to brutally murder them. A reporter soon tries to uncover the murder and obtained prestige for himself, while Victor sinks deeper into madness.",2,0,Get right to the heart of the fear,9,6
1909,"x-files: fight the future, the",mystery sci-fi thriller,1998,-1,-1,-1,-1,66000000,en,"Mulder and Scully, now taken off the FBI's X Files cases, must find a way to fight the shadowy elements of the government to find out the truth about a conspiracy that might mean the alien colonization of Earth.",20,189198313,Fight the Future,1221,6
1910,i went down,action comedy crime,1997,6,2126,0,107,0,en,"Fresh out of prison, Git rescues a former best friend (now living with Git's girlfriend) from a beating at the hands of loan sharks. He's now in trouble with the mob boss, Tom French, who sends Git to Cork with another debtor, Bunny Kelly, to find a guy named Frank Grogan, and take him to a man with a friendly face at a shack across a bog. It's a tougher assignment than it seems: Git's a novice, Bunny's prone to rash acts, Frank doesn't want to be found (and once he's found, he has no money), and maybe Tom's planning to murder Frank, which puts Git in a moral dilemma. Then, there's the long-ago disappearance of Sonny Mulligan. What's a decent and stand-up lad to do?",2,0,"One doesn't count, the other can't. Dis-organised crime.",11,5
1911,doctor dolittle,comedy,1998,5,96087,0,85,18000000,en,A veterinarian who can communicate with animals travels abroad to search for a giant sea snail.,17,9000000,Ride across the sea inside the GIANT PINK SEA SNAIL!,130,6
1912,out of sight,action crime romance,1998,7,90988,0,123,48000000,en,"Meet Jack Foley, a smooth criminal who bends the law and is determined to make one last heist. Karen Sisco is a federal marshal who chooses all the right moves … and all the wrong guys. Now they're willing to risk it all to find out if there's more between them than just the law.",14,77745966,Opposites attract.,960,6
1913,picnic at hanging rock,drama mystery,1975,7,36731,0,115,0,en,"In the early 1900s, Miranda attends a girls boarding school in Australia. One Valentine's Day, the school's typically strict headmistress treats the girls to a picnic field trip to an unusual but scenic volcanic formation called Hanging Rock. Despite rules against it, Miranda and several other girls venture off. It's not until the end of the day that the faculty realizes the girls and one of the teachers have disappeared mysteriously.",11,84744,On St. Valentine's Day in 1900 a party of schoolgirls set out to picnic at Hanging Rock ... Some were never to return.,552,7
1914,smoke signals,comedy drama,1998,7,11557,0,89,0,en,"Young Indian man Thomas is a nerd in his reservation, wearing oversize glasses and telling everyone stories no-one wants to hear. His parents died in a fire in 1976, and Thomas was saved by Arnold. Arnold soon left his family, and Victor hasn't seen his father for 10 years. When Victor hears Arnold has died, Thomas offers him funding for the trip to get Arnold's remains",5,0,,74,6
1915,voyage to the beginning of the world,drama,1997,7,760,0,95,0,pt,"Manoel is an aging film director who travels with the film crew through Portugal in search of the origins of Afonso, a famous French actor whose father emigrated from Portugal to France and in process remembers his own youth.",2,0,,8,6
1916,buffalo 66,action comedy drama,1998,7,52721,0,110,1500000,en,"Billy is released after five years in prison. In the next moment, he kidnaps teenage student Layla and visits his parents with her, pretending she is his girlfriend and they will soon marry.",13,2375097,Billy Brown just got out of jail. Now he’s going to serve some real time. He’s going home.,639,7
1917,armageddon,action adventure sci-fi thriller,1998,6,416013,0,151,140000000,en,"When an asteroid threatens to collide with Earth, NASA honcho Dan Truman determines the only way to stop it is to drill into its surface and detonate a nuclear bomb. This leads him to renowned driller Harry Stamper, who agrees to helm the dangerous space mission provided he can bring along his own hotshot crew. Among them is the cocksure A.J. who Harry thinks isn't good enough for his daughter, until the mission proves otherwise.",45,553799566,The Earth's Darkest Day Will Be Man's Finest Hour,6468,6
1918,lethal weapon 4,action comedy crime drama,1998,6,160541,0,127,140000000,en,"In the combustible action franchise's final installment, maverick detectives Martin Riggs and Roger Murtaugh square off against Asian mobster Wah Sing Ku, who's up to his neck in slave trading and counterfeit currency. With help from gumshoe Leo Getz and smart-aleck rookie cop Lee Butters, Riggs and Murtaugh aim to take down Ku and his gang.",26,285444603,The faces you love. The action you expect.,2049,6
1919,madeline,children's comedy,1998,6,7395,0,88,0,en,"Horrified at the prospect of her beloved school being sold, a young French girl named Madeline uses her wit and craftiness to attempt to save it, making an unlikely new friend in the process.",9,29967750,"In an old house in Paris, that was covered with vines, lived twelve little girls in two straight lines...",189,6
