movie_id,title,genres,year,original_language,budget,overview,popularity,revenue,tagline,tmdb_vote_avg,tmdb_vote_count,tmdb_id
1523,"truth or consequences, n.m.",action crime romance,1997,en,0,"Raymond Lembecke is a con just out of prison after serving time for selling drugs for his mob boss Tony Vago. (Lembecke was innocent and took the rap for Vago.) Lembecke thinks Vago owes him big time so, when his former boss gets him a measly job in a warehouse, he decides on revenge and plans to steal a million dollars worth of drugs from him.",6,134831,Life's harsh. Why behave?,6,50,27475
1524,"turning, the",drama,1992,en,14000000,"A young woman quits her teaching job to be a private tutor for two wealthy young kids, but soon starts to suspect there’s more to their house than what meets the eye.",17,18472775,Watch the children with care.,6,759,27475
1525,warriors of virtue,action adventure children's fantasy,1997,en,0,"A young man, Ryan, suffering from a disability, wishes to join the other kids from his schools football team. During an initiation rite, Ryan is swept away through a whirlpool to the land of Tao. There he is hunted by the evil Lord Komodo, who desires the boy as a key to enter the real world. Ryan is rescued by the protectors of Tao, five humanoid kangaroos, each embued with the five elements and virtues. Ryan learns his valuable lesson while saving the land of Tao.",5,0,In a world beyond your imagination a battle for the universe has begun.,4,51,27475
1526,fathers' day,comedy,1997,en,85000000,"Smart aleck lawyer, Jack Lawrence is one day visited by an ex-girlfriend who tells him her child is his. Enter Dale Putley. A depressed goofball who is also a writer, Dale meets with the same ex-girlfriend who also tells him her child is his. One day Jack and Dale meet and discover they've been told the same story—and there is now a question of who the real father is. They learn their son is following a rock band around Sacramento, so Jack and Dale must use teamwork to find him—and then find out which one of them is the real father.",10,35598376,,5,225,27475
1527,"fifth element, the",action sci-fi,1997,en,90000000,"In 2257, a taxi driver is unintentionally given the task of saving a young girl who is part of the key that will ensure the survival of humanity.",39,263920180,There is no future without it.,7,8829,27475
1528,intimate relations,comedy,1996,en,0,"In 1950s England, sailor Harold Guppy arrives in a small seaside town looking for his estranged brother. After a brief reunion, Harold finds a room for rent in the house of Mrs. Beasley, her meek husband and their teenage daughter, Joyce. It's clear that Harold has a troubled past, but his future is about to get more perilous yet. Despite the rosy surface, Harold soon finds himself in a tawdry sexual tug-of-war that won't end well.",1,0,,5,7,27475
1529,nowhere,drama,1997,en,120000,"When five college pals return to rural Wisconsin for their estranged friend's funeral, what begins as an uneasy reunion becomes a terrifying fight for survival.",30,0,The fight for survival begins,4,39,27475
1531,losing chase,drama,1996,en,0,"An intimate and turbulent relationship develops between Chase, a woman recovering from a nervous breakdown and Elizabeth, the caretaker employed to look after her.",4,0,A love they never imagined. A summer they never forgot.,5,20,27475
1532,sprung,comedy,1997,en,0,"Two pairs of best friends - Montel &amp; Clyde and Brandy &amp; Adina meet at the party, where Clyde makes Adina think he is very rich and gets her into bed the same evening. When Adina finds out that she's been fooled, she becomes Clyde's worst enemy. Meanwhile Montel and Brandy fall in love and plan to marry, and Adina and Clyde try to do everything to stop them.",3,7553105,Way Past Whipped!,5,13,27475
1533,"promise, the (la promesse)",drama,1996,en,90000000,"Set during the last days of the Ottoman Empire, a love triangle develops between Mikael, a brilliant medical student, the beautiful and sophisticated artist Ana, and Chris, a renowned American journalist based in Paris.",18,12448676,Empires fall. Love survives.,6,333,27475
1534,"bonheur, le",drama,1965,fr,0,"Though married to the good-natured, beautiful Thérèse, young husband and father François finds himself falling unquestioningly into an affair with an attractive postal worker.",9,0,Only a woman could dare to make this film.,7,123,27475
1535,love! valour! compassion!,drama romance,1997,en,2000000,"Gregory invites seven friends to spend the summer at his large, secluded 19th-century home in upstate New York. The seven are: Bobby, Gregory's ""significant other""; Art and Perry, two ""yuppies""; John, a dour expatriate Briton; Ramon, John's ""companion""; James, a cheerful soul who is in the advanced stages of AIDS; and Buzz, a fan of traditional Broadway musicals who is dealing with his own HIV-positive status.",2,2900000,Eight men. One summer. Figure it out.,6,27,27475
1537,shall we dance? (shall we dansu?),comedy,1996,en,50000000,"Upon first sight of a beautiful instructor, a bored and overworked estate lawyer signs up for ballroom dancing lessons.",16,170128460,Step out of the ordinary.,6,986,27475
1538,"second jungle book: mowgli & baloo, the",adventure children's,1997,en,0,"In this exciting live-action adventure, young Mowgli, an orphan raised by wolves, is spotted by a scout for a giant circus. Accompanied by a cruel hunter and a snake charmer, the scout sets out to trap Mowgli. But with the help of Baloo the bear and Bagheera the panther, little Mowgli leads the adults into his biggest and wildest adventure yet! A fun-filled movie every member of the family will enjoy.",10,479099,,5,27,27475
1539,twin town,comedy crime,1997,en,0,"Jeremy and Julian Lewis, the ""Lewis Twins"", are two unruly brothers who terrorise the city of Swansea from the caravan park where they live with their family. When their father, Fatty, is injured while working on a roof for local kingpin Bryn Cartwright, they try in vain to claim compensation. Thus begins a campaign of terror, which local policemen Terry and Grayo are ill-equipped to prevent, involved as they are in a drugs deal with Cartwright.",6,0,,6,59,27475
1541,addicted to love,comedy romance,1997,en,0,"Good-natured astronomer Sam is devastated when the love of his life leaves him for a suave Frenchman. He therefore does what every other normal dumpee would do — go to New York and set up home in the abandoned building opposite his ex-girlfriend's apartment, wait until she decides to leave her current lover, and then win her back.",11,34673095,A Comedy About Lost Loves And Last Laughs,6,320,27475
1542,brassed off,comedy drama romance,1996,en,0,"A Yorkshire coal mine is threatened with closure and the only hope is for the men to enter their Grimley Colliery Brass Band into a national competition. They believe they have no hope until Gloria appears carrying her Flugelhorn. At first mocked for being a woman, she soon becomes the only chance for the band to win.",7,0,,7,216,27475
1543,"designated mourner, the",drama,1997,en,0,"Jack and Judy are husband and wife, and Howard is Judys father. They live in some fictional undemocratic and repressive country, and tell us a story about their lives, mostly from Jack's point of view.",1,0,,6,3,27475
1544,"lost world: jurassic park, the",action adventure sci-fi thriller,1997,en,73000000,"Four years after Jurassic Park's genetically bred dinosaurs ran amok, multimillionaire John Hammond shocks chaos theorist Ian Malcolm by revealing that he has been breeding more beasties at a secret location. Malcolm, his paleontologist ladylove and a wildlife videographer join an expedition to document the lethal lizards' natural behavior in this action-packed thriller.",2,618638999,Something has survived.,6,6738,27475
1545,ponette,drama,1996,fr,0,"After losing her mother in a car accident that leaves her with a broken arm, 4-year-old Ponette struggles with anguish and fear. Left by her father with a caring aunt and her children, Ponette grieves, secretly hoping her mother will somehow come back. Confused by the religious explanations provided by adults, and challenged by the cruel taunts of a few children at school, little Ponette must make her way through her emotional turmoil.",4,0,,7,40,27475
1546,schizopolis,comedy,1996,en,0,A man works for the unpleasant guru of a Scientology-like movement.,7,0,Come early! Come often!,6,73,27475
1547,shiloh,children's drama,1997,en,0,"An abused beagle runs away from his owner. On the road, he meets young Marty Preston and follows him home. The boy immediately forms a bond with the dog and names him Shiloh. His stern father won't let him keep the dog because it belongs to Judd Travers, a local hunter. After Shiloh is mistreated again, he runs away and returns to Marty. Knowing his father will once again make him bring Shiloh back to Judd, he makes a home for the dog in an old shed up the hill from the Prestons' house and hides him from his family. His secret is soon discovered when a stray attacks the dog one night and he must turn to his father for help.",24,0,The story of a boy who risks everything to save his best friend.,5,52,27475
1548,"war at home, the",drama,1996,en,0,"A sly take on recent US foreign policy in the Middle East, 3D footage of the exit from NYFF’s premiere of The Social Network makes for characteristically angry and awestruck Jacobs’s fare.",0,0,,0,0,27475
1549,rough magic,drama romance,1995,en,0,"A sleazy politician sends an agent after his ex-fiancee, who fled to Mexico with incriminating film of him.",2,247202,"In the world of magic, the hand is quicker than the eye and love is the wild card.",5,19,27475
1550,trial and error,comedy romance,1997,en,0,"An actor poses as a lawyer to help his sick friend, and problems develop.",7,0,The 2nd most outrageous trial of the century,5,56,27475
1551,buddy,adventure children's drama,1997,en,0,"After six lifelong friends have a five-year falling out, “The Bobfather”, reunites his pals for the Buddy Games, an insane competition of absurd physical and mental challenges with the chance to win a $150,000 pot. Now all bets are off, as the determined dudes' fight, claw, and party for the big bucks.",15,0,No guts. No glory. No mercy.,5,146,27475
1552,con air,action adventure thriller,1997,en,75000000,"When the government puts all its rotten criminal eggs in one airborne basket, it's asking for trouble. Before you can say, ""Pass the barf bag,"" the crooks control the plane, led by creepy Cyrus ""The Virus"" Grissom. Watching his every move is the just-released Cameron Poe, who'd rather reunite with his family.",36,224012234,They were deadly on the ground; Now they have wings,6,3208,27475
1553,late bloomers,comedy,1996,fr,0,"Late Bloomers stars Isabella Rossellini and William Hurt as a married couple pulled apart by the threat of old age. Each reacts in a different way: Hurt’s distinguished architect chases after his glory days, while Rossellini’s housewife installs handrails about the house.",3,0,,5,13,27475
1554,"pillow book, the",drama romance,1995,en,0,A woman with a body writing fetish seeks to find a combined lover and calligrapher.,12,0,,6,120,27475
1555,"to have, or not",drama,1995,fr,0,"Alice, fired from her job on an assembly line, leaves her boyfriend and provincial home for an uncertain new life in Lyon. There she encounters Bruno, a construction worker who's just been dumped and is severely depressed. Romantic possibilities ensue.",1,0,,5,5,27475
1556,speed 2: cruise control,action romance thriller,1997,en,160000000,"A disgruntled former employee hijacks the Seabourn Legend cruise liner. Set on a fixed course, without any means of communication and at the mercy of the hijacker, it's up to the one cop on vacation, and his soon to be fiancé (hopefully) Annie, to regain control of it before it kills the passengers and causes an environmental disaster. Insurmountable and daunting tasks awaits them on their  perilous journey throughout the ship trying to fend off the hijacker and save the passengers.",19,164508066,"As the stakes get higher, the ride gets even faster.",4,1262,27475
1557,squeeze,drama,1996,en,0,A humble young man with uncommon skills from a small southern town gets caught up in high stakes golf matches between big-time gamblers until the game becomes life and death.,3,0,"Win or Lose, You're Dead.",5,9,27475
1558,sudden manhattan,comedy,1996,en,0,Donna witnesses identical murders on the same street on different days. Is this a supernatural conspiracy or is she merely cracking up?,0,0,,4,2,27475
1559,"next step, the",drama,1995,en,0,"The film features exclusive footage of the dancers from the series ""The Next Step"", as they prepared for their first-ever tour in Canada. Also includes live performances and exclusive interviews with cast members.",1,0,,10,3,27475
1561,wedding bell blues,comedy,1996,en,0,"Micki, Tanya and Jasmine have 24 hours to get divorced. There's just one problem...They're still single.  When Jasmine, Tanya and Micki decide they'd rather be divorced than unmarried, they take off to Las Vegas in search of the perfect ex. In the tangled web that follows, Micki lassos a cowboy, Tanya acquires a rich businessman, and Jasmine finds true love in the arms of a regular guy. The result is an outrageous comedy of love, marriage and misadventure.  As intelligent as it is absurd, Wedding Bell Blues pokes great fun at the twists and turns of modern love, with outstanding performances from a talented young cast, including Illeana Douglas, Paulina Porizkova and Julie Warner, it is without a doubt one of the year's most hilarious movies.",2,44000,,4,3,27475
1562,batman & robin,action adventure crime,1997,en,125000000,Batman and Robin deal with relationship issues while preventing Mr. Freeze and Poison Ivy from attacking Gotham City.,92,238207122,Strength. Courage. Honor. And loyalty.,4,4058,27475
1563,dream with the fishes,drama,1997,en,0,"A suicidal man who can't kill himself agrees to finance his terminally ill neighbor's bucket list of fantasies if, at the end, the neighbor will kill him.",3,0,"Voyeurism, LSD and nude bowling... finally, a buddy flick that keeps you guessing!",7,22,27475
1564,roseanna's grave (for roseanna),comedy romance,1997,en,0,"Roseanna is dying of a heart condition, and all she wants is to be buried next to her daughter, in a cemetery that is getting full fast. The cemetery can't expand because Capestro, the man who owns the land next to the cemetery, won't sell. While Marcello is doing good deeds to make sure no one dies, Roseanna thinks of Marcello's future.",4,0,A romantic comedy about the things we do for love.,6,21,27475
1565,head above water,comedy thriller,1996,en,0,"Judge George brings his young wife, Nathalie, to a remote island for a vacation. But while George accompanies their only neighbor -- Nathalie's childhood friend Lance -- on a fishing trip, Nathalie spends time with her ex, Kent. When Kent ends up dead the next morning, Nathalie tries to hide the evidence before her husband gets home. After the body is found, the events of the previous night unravel, with unexpected revelations.",9,0,"A comedy about keeping your ex-lover a secret, your husband in the dark and your head above water.",5,102,27475
1566,hercules,adventure animation children's comedy musical,1997,en,85000000,"Bestowed with superhuman strength, a young mortal named Hercules sets out to prove himself a hero in the eyes of his father, the great god Zeus. Along with his friends Pegasus, a flying horse, and Phil, a personal trainer, Hercules is tricked by the hilarious, hotheaded villain Hades, who's plotting to take over Mount Olympus!",90,252712101,Zero to Hero!,7,6063,27475
1567,"last time i committed suicide, the",drama,1997,en,0,"Neal Cassady is living the beat life during the 1940s, working at The Tire Yard and and philandering around town. However, he has visions of a happy life with kids and a white picket fence. When his girlfried, Joan, tries to kill herself he gets scared and runs away. But when Joan reappears will he take the chance at that happiness, or will he turn his back on it?",6,0,Life is what happens when you're busy making plans,5,25,27475
1568,murder and murder,crime drama mystery,1996,en,0,"Mildred and Doris are two middle-aged white women, from very different backgrounds, who become lovers and set up house together. Film explores the pleasures and uncertainties of later-life emotional attachment and lesbian identity in a culture that glorifies youth and heterosexual romance.",1,0,Mildred and Doris are two middle-aged women.,5,6,27475
1569,my best friend's wedding,comedy romance,1997,en,38000000,"When she receives word that her longtime platonic pal Michael O'Neal is getting married to debutante Kimberly Wallace, food critic Julianne Potter realizes her true feelings for Michael -- and sets out to sabotage the wedding.",15,299288605,It's about finding the love of your life. And deciding what to do about it.,6,2095,27475
1570,tetsuo ii: body hammer,sci-fi,1992,ja,125000,A Japanese salaryman finds his body transforming into a weapon through sheer rage after his son is kidnapped by a gang of violent thugs.,9,0,,5,71,27475
1571,when the cats away (chacun cherche son chat),comedy romance,1996,en,0,"While Tom Cat goes away hunting, Mickey, Minnie, and their mouse friends break into his house and perform music. They play various tunes on the piano while the other mice hit household objects in tune to the music.",2,0,,5,21,27475
1572,contempt (le mépris),drama,1963,en,0,"Sean Beckett returns home after four years spent in a Massachusetts prison for accidentally killing his friends in a car accident. The film examines how grief, outrage, and the need for penitence effects the experience of a local tragedy.",0,0,,0,0,27475
1573,face/off,action sci-fi thriller,1997,en,80000000,"Sean Archer, a very tough, rugged FBI Agent. Who is still grieving for his dead son Michael. Archer believes that his son's killer is his sworn enemy, a very powerful criminal, Castor Troy. One day, Archer has finally cornered Castor, however, their fight has knocked out Troy cold. As Archer finally breathes easy over the capture of his enemy, he finds out that Troy has planted a bomb that will destroy the entire city of Los Angeles and all of its inhabitants. Unfortunately the only other person who knows its location is Castor's brother Pollux, and he refuses to talk. The solution, a special operation doctor that can cut off people's faces, and can place a person's face onto another person. Archer undergoes one of those surgeries to talk to Pollux. However, Castor Troy somehow regains consciousness and now wants revenge on Archer for taking his face. Not only is Troy ruining Archer's mission, but his personal life as well. Archer must stop Troy again. This time, it's personal.",28,245676146,"In order to catch him, he must become him.",7,4145,27475
1574,fall,romance,1997,en,0,"Gunning for revenge, outlaw Nat Love saddles up with his gang to take down enemy Rufus Buck, a ruthless crime boss who just got sprung from prison.",192,0,A new day is dawning.,6,621,27475
1575,gabbeh,drama,1996,fa,0,"An elderly couple go about their routine of cleaning their gabbeh, while bickering gently with each other. Magically, a young woman appears, helping the two clean the rug. This young woman belongs to the clan whose history is depicted in the design of the gabbeh, and the rug recounts the story of the courtship of the young woman by a stranger from the clan.",4,0,Life is Colour. Love is Colour.,6,36,27475
1577,mondo,drama,1996,it,0,A man is on safari in the jungle with his wife and daughter when the wife gets eaten and the daughter is captured by cannibals. Several years later he goes back to see if his daughter is still alive.,8,0,Kidnapped by cannibals! Raised to eat human flesh!,4,17,27475
1578,"innocent sleep, the",crime,1995,fr,0,"Inspired by the 1982 Roberto Calvi Affair in which an Italian banker was found hanging from a bridge across the River Thames, the story follows Alan, a man from Northern England who is homeless after the loss of his wife and job. One night while sleeping in a deserted building, Alan witnesses the murder of a high-profile businessman. He attempts to leave the scene unnoticed, but the killers realize that someone has seen them commit the crime. He goes to the police only to discover that one of the killers is leading the case. To stay alive, Alan recruits the help of Billie Hayman, an American journalist, to cover his story.",1,0,,3,2,27475
1579,for ever mozart,drama,1996,fr,0,"Episodic film that follows a theater troupe from France attempting to put on a play in Sarajevo. Along their journey they are captured and held in a POW camp, and they call for help from their friends and relations in France.",1,0,,5,15,27475
1580,men in black,action adventure comedy sci-fi,1997,en,90000000,"After a police chase with an otherworldly being, a New York City cop is recruited as an agent in a top-secret organization established to monitor and police alien activity on Earth: the Men in Black. Agent Kay and new recruit Agent Jay find themselves in the middle of a deadly plot by an intergalactic terrorist who has arrived on Earth to assassinate two ambassadors from opposing galaxies.",50,589390539,Protecting the Earth from the scum of the universe.,7,11452,27475
1581,out to sea,comedy,1997,en,0,"Care-free Charlie cons his widower brother-in-law Herb into an expenses-paid luxury cruise in search of rich, lonely ladies. The catch is that they are required to be dance hosts! With a tyrannical cruise director, and the luscious Liz and lovely Vivian, our heroes have lots of mis-adventures before they finally return to port.",7,0,Get ready to Rumba!,5,65,27475
1582,wild america,adventure children's,1997,en,0,"Three brothers - Marshall, Marty and Mark dream of becoming naturalists and portraying animal life of America. One summer their dream comes true, they travel through America, filming alligators, bears and moose.",8,0,Take a ride on the wild side.,6,77,27475
1583,"simple wish, a",children's fantasy,1997,en,28000000,"Murray is a male fairy godmother, and he is trying to help 8-year-old Anabel to fulfil her ""simple wish"" - that her father Oliver, who is a cab driver, would win the leading role in a Broadway musical. Unfortunately, Murray's magic wand is broken and the fairies convention is threatened by evil witches Claudia and Boots.",14,8345056,Anabel made a wish. Murray made a mess.,5,136,27475
1584,contact,drama sci-fi,1997,en,90000000,"A radio astronomer receives the first extraterrestrial radio signal ever picked up on Earth. As the world powers scramble to decipher the message and decide upon a course of action, she must make some difficult decisions between her beliefs, the truth, and reality.",24,171120329,"If it's just us, it seems like an awful waste of space.",7,3445,27475
1585,love serenade,comedy,1996,en,0,"In Sunray, a backwater town on Australia's Murray River, there's little to do but fish or listen to the local radio station. D.J. Ken Sherry arrives from the hustle of Brisbane to run the station; he's mid-40s, detached, thrice divorced, hatchet faced. But both sisters next door find him attractive: awkward Dimity, only 20, who works in a Chinese restaurant with few patrons, and perky Vicki-Ann, a hairdresser with a hope chest who invents a happy future with Sherry based on little but his arrival. First Dimity then Vicki-Ann spend the night with Ken, one concluding he's her boy friend, the other her fiance. Then Dimity begins to smell something fishy.",3,0,Two sisters will do anything to hook the right man.,6,16,27475
1586,g.i. jane,action drama war,1997,en,50000000,A female Senator succeeds in enrolling a woman into Combined Reconnaissance Team training where everyone expects her to fail.,19,48169156,Failure is not an option.,6,1287,27475
1587,conan the barbarian,action adventure,1982,en,90000000,"A quest that begins as a personal vendetta for the fierce Cimmerian warrior soon turns into an epic battle against hulking rivals, horrific monsters, and impossible odds, as Conan realizes he is the only hope of saving the great nations of Hyboria from an encroaching reign of supernatural evil.",79,63523283,Enter an age undreamed of,5,1506,27475
1588,george of the jungle,children's comedy,1997,en,55000000,"Deep in the African jungle, a baby named George, the sole survivor of a plane crash, is raised by gorillas. George grows up to be a buff and lovable klutz who has a rain forest full of animal friends: Tookie, his big-beaked toucan messenger; Ape, a witty talking gorilla; and Shep, a peanut-loving pooch of an elephant. But when poachers mess with George's pals, the King Of Swing swings into action.",22,174463257,Watch out!,5,1641,27475
1589,cop land,crime drama mystery,1997,en,15000000,"Freddy Heflin is the sheriff of a place everyone calls “Cop Land” — a small and seemingly peaceful town populated by the big city police officers he’s long admired. Yet something ugly is taking place behind the town’s peaceful facade. And when Freddy uncovers a massive, deadly conspiracy among these local residents, he is forced to take action and make a dangerous choice between protecting his idols and upholding the law.",16,44862187,No One Is Above The Law.,6,1128,27475
1590,event horizon,action mystery sci-fi thriller,1997,en,60000000,"In 2047, a group of astronauts are sent to investigate and salvage the starship 'Event Horizon' which disappeared mysteriously 7 years before on its maiden voyage. With its return, the crew of the 'Lewis and Clark' discovers the real truth behind the disappearance of the 'Event Horizon' – and something even more terrifying.",22,26673242,Infinite Space - Infinite Terror,6,2044,27475
1591,spawn,action adventure sci-fi thriller,1997,en,40000000,"After being murdered by corrupt colleagues in a covert government agency, Al Simmons makes a pact with the devil to be resurrected to see his beloved wife Wanda. In exchange for his return to Earth, Simmons agrees to lead Hell's Army in the destruction of mankind.",24,87840042,Born in darkness. Sworn to justice.,5,1022,27475
1592,air bud,children's comedy,1997,en,3000000,A lonely boy befriends a stray dog who has a natural talent for basketball and together they experience the highs and lows of life as their friendship remains solid through a series of escapades.,14,23144499,He Sits. He Stays. He Shoots. He Scores.,5,359,27475
1593,picture perfect,comedy romance,1997,en,19000000,"A young advertising executive's life becomes increasingly complicated when, in order to impress her boss, she pretends to be engaged to a man she has just met.",13,44332015,She was prepared for anything until love stormed in.,5,300,27475
1594,in the company of men,drama,1997,en,0,"Two business executives--one an avowed misogynist, the other recently emotionally wounded by his love interest--set out to exact revenge on the female gender by seeking out the most innocent, uncorrupted girl they can find and ruining her life.",9,0,Are all men bastards...or just misunderstood?,6,108,27475
1595,free willy 3: the rescue,adventure children's drama,1997,en,0,"Willy the whale is back, this time threatened by illegal whalers making money off sushi. Jesse, now 16, has taken a job on an orca-researching ship, along with old friend Randolph and a sarcastic scientist, Drew. On the whaler's ship is captain John Wesley and his son, Max, who isn't really pleased about his father's job, but doesn't have the gut to say so. Along the way, Willy reunites with Jesse",25,0,A new friend. A new threat. A new adventure that will capture your heart.,6,268,27475
1596,career girls,drama,1997,en,0,"Two young women reunite and rekindle their friendship after having said goodbye at their college graduation, six years earlier.",5,0,,6,50,27475
1597,conspiracy theory,action mystery romance thriller,1997,en,75000000,"A man obsessed with conspiracy theories becomes a target after one of his theories turns out to be true. Unfortunately, in order to save himself, he has to figure out which theory it is.",16,136982834,What if your most paranoid nightmares had just come true?,6,1117,27475
1598,desperate measures,crime drama thriller,1998,en,50000000,"San Francisco police officer Frank Connor is in a frantic search for a compatible bone marrow donor for his gravely ill son. There's only one catch the potential donor is convicted multiple murderer Peter McCabe who sees a trip to the hospital as the perfect opportunity to get what he wants most: freedom. With McCabe's escape, the entire hospital becomes a battleground and Connor must pursue and, ironically, protect the deadly fugitive who is his son's only hope for survival.",13,0,Desperate times call for. . .,6,193,27475
1599,steel,action,1997,en,110000000,"Charlie Kenton is a washed-up fighter who retired from the ring when robots took over the sport. After his robot is trashed, he reluctantly teams up with his estranged son to rebuild and train an unlikely contender.",144,299268508,"If you get one shot, make it real.",6,6574,27475
1600,she's so lovely,drama romance,1997,en,18000000,"After being released from a psychiatric institution, a man tries to redeem himself in the eyes of his now-ex wife from the events that led up to his incarceration.",7,0,The story of one outrageous woman. Caught between two men. Both of them certain of one thing...,5,90,27475
1601,hoodlum,crime drama film-noir,1997,en,30000000,"In 1934, the second most lucrative business in New York City was running 'the numbers'. When Madam Queen—the powerful woman who runs the scam in Harlem—is arrested, Ellsworth 'Bumpy' Johnson takes over the business and must resist an invasion from a merciless mobster.",21,0,Power is measured in enemies.,6,121,27475
1602,leave it to beaver,comedy,1997,en,0,"Cleavers are an all-American family living in Ohio - wise father Ward, loving mother June, teen-age son Wally and 8-year-old ""Beaver"" Theodore. Beaver hopes to get a bike as a gift from his father and to please him tries out for his school football team and he makes it, only to be embarrassed. The bike he gets is quickly stolen. Meanwhile Wally is trying to help his friend Eddie Haskell to get the heart of pretty classmate Karen, but Karen seems to like Wally more, and that leads to tensions between the friends.",8,0,The Beav is back.,5,63,27475
1603,mimic,sci-fi thriller,1997,en,30000000,"A disease carried by common cockroaches is killing Manhattan children. In an effort to stop the epidemic an entomologist, Susan Tyler, creates a mutant breed of insect that secretes a fluid to kill the roaches. This mutant breed was engineered to die after one generation, but three years later Susan finds out that the species has survived and evolved into a large, gruesome monster that can mimic human form.",17,25480490,"For thousands of years, man has been evolution's greatest creation... until now.",6,784,27475
1604,money talks,action comedy,1997,en,0,"Sought by police and criminals, a small-time huckster makes a deal with a TV newsman for protection.",11,0,This ain't no buddy movie.,6,279,27475
1605,excess baggage,adventure romance,1997,en,0,"A rich brat fakes her own kidnapping, but in the process ends up locked in the trunk of a car that gets stolen.",8,0,"A crash course in kidnappings, car thefts and other rituals of dating.",6,189,27475
1606,kull the conqueror,action adventure,1997,en,0,"A barbarian named Kull becomes ruler after defeating the old king in battle. In an effort to regain the throne, the former king's heirs resurrect Akivasha, a witch queen. However, Akivasha has plans of her own for the throne, and only Kull stands in the way.",11,0,Courage conquers all.,5,96,27475
1608,air force one,action thriller,1997,en,85000000,"Russian terrorists conspire to hijack the aircraft with the president and his family on board. The commander in chief finds himself facing an impossible predicament: give in to the terrorists and sacrifice his family, or risk everything to uphold his principles - and the integrity of the nation.",23,315156409,"Five miles up, The President of the United States is waging war on terrorism. Face to face.",6,2282,27475
1609,187,drama,1997,en,0,"The A.I. 187 chip which can revolutionize the inner workings of the human brain has been developed for the greater good, but falling in the wrong hands can be a weapon of mass destruction.",2,0,,2,1,27475
1610,"hunt for red october, the",action thriller,1990,en,0,"This program features the standard mix of movie clips, production materials, and interviews. Cast and crew start at the beginning and discussed the acquisition of the rights to Clancy's novel and various adaptation issues. They then went into casting, research for the roles, and many technical topics related to the subs and other special effects concerns.",1,0,,5,3,27475
1611,my own private idaho,drama,1991,en,2500000,"In this loose adaptation of Shakespeare's ""Henry IV,"" Mike Waters is a gay hustler afflicted with narcolepsy. Scott Favor is the rebellious son of a mayor. Together, the two travel from Portland, Oregon to Idaho and finally to the coast of Italy in a quest to find Mike's estranged mother. Along the way they turn tricks for money and drugs, eventually attracting the attention of a wealthy benefactor and sexual deviant.",15,6401336,"Wherever, whatever, have a nice day.",7,868,27475
1612,"kiss me, guido",comedy,1997,en,740000,"When he discovers his girlfriend having sex with his brother, Frankie (Scotti) decides to head to Manhattan, leaving his Bronx pizza shop forever for the fame and fortune of show business. But before stardom, he needs a place to stay. Looking in the personals, he notices GWM. And thinking it ""Guy with Money,"" he heads to the Village and the apartment of gay actor Warren (Barrile), who's in desperate need of this month's rent.",2,1918497,,5,24,27475
1613,star maps,drama,1997,en,0,"Carlos wants to be an actor. But his father, Pepe, wants him to work in the family business, that is, male prostitution. Carlos decides that he will be one of his father's boys until he can get his foot in the door in Hollywood.",1,0,In Hollywood every dream has a price.,5,15,27475
1614,in & out,comedy,1997,en,35000000,A midwestern teacher questions his sexuality after a former student makes a comment about him at the Academy Awards.,12,0,An out-and-out comedy.,6,549,27475
1615,"edge, the",adventure thriller,1997,en,0,"Biopic about Sir James Brooke, the British adventurer who became King of Sarawak in the 1840's and embarked on a lifelong crusade to end piracy and head-hunting - only to face charges of murder and piracy himself.",23,0,The true story that inspired 'The Man Who Would Be King',5,30,27475
1616,"peacemaker, the",action thriller war,1997,en,50000000,"When a train carrying atomic warheads mysteriously crashes in the former Soviet Union, a nuclear specialist discovers the accident is really part of a plot to cover up the theft of the weapons. Assigned to help her recover the missing bombs is a crack Special Forces Colonel.",17,110463140,How do you get the world's attention?,6,739,27475
1617,l.a. confidential,crime film-noir mystery thriller,1997,en,35000000,Three detectives in the corrupt and brutal L.A. police force of the 1950s use differing methods to uncover a conspiracy behind the shotgun slayings of the patrons at an all-night diner.,22,126216940,Everything is suspect... Everyone is for sale... And nothing is what it seems.,7,3761,27475
1619,seven years in tibet,drama war,1997,en,70000000,"Austrian mountaineer, Heinrich Harrer journeys to the Himalayas without his family to head an expedition in 1939. But when World War II breaks out, the arrogant Harrer falls into Allied forces' hands as a prisoner of war. He escapes with a fellow detainee and makes his way to Llaso, Tibet, where he meets the 14-year-old Dalai Lama, whose friendship ultimately transforms his outlook on life.",17,131457682,At the end of the world his real journey began.,7,2201,27475
1620,kiss the girls,crime drama thriller,1997,en,27000000,"Forensic psychologist Alex Cross travels to North Carolina and teams with escaped kidnap victim Kate McTiernan to hunt down ""Casanova,"" a serial killer who abducts strong-willed women and forces them to submit to his demands. The trail leads to Los Angeles, where the duo discovers that the psychopath may not be working alone.",19,60527873,Smart Girls. Pretty Girls. Missing Girls.,6,1155,27475
1621,soul food,drama,1997,en,0,"Traditional Sunday dinners at Mama Joe's (Irma P. Hall) turn sour when sisters Teri (Vanessa L. Williams), Bird (Nia Long) and Maxine (Vivica A. Fox) start bringing their problems to the dinner table in this ensemble comedy. When tragedy strikes, it's up to grandson Ahmad (Brandon Hammond) to pull the family together and put the soul back into the family's weekly gatherings.",6,0,Every family needs some.,6,56,27475
